ID,,,NAME,ADDR,X,Y,CO_NAME,TO_NAME,MF,STU_CNT,AB_STU_CNT,AB1_STU_CNT,AB2_STU_CNT,AB3_STU_CNT,AB4_STU_CNT,AB5_STU_CNT,AB6_STU_CNT,AB7_STU_CNT,AB8_STU_CNT,AB9_STU_CNT,AB10_STU_CNT,AB11_STU_CNT,AB12_STU_CNT,AB13_STU_CNT,AB14_STU_CNT,AB15_STU_CNT,AB16_STU_CNT,AB17_STU_CNT,INFO_TIME
識別碼,,,名稱,地址,X坐標,Y坐標,縣市名稱,鄉鎮市區名稱,原住民族部落國小山地別,原住民族部落國小學生總數,原住民族部落國小原住民學生數,原住民族部落國小阿美族學生數,原住民族部落國小泰雅族學生數,原住民族部落國小排灣族學生數,原住民族部落國小布農族學生數,原住民族部落國小卑南族學生數,原住民族部落國小鄒_曹_族學生數,原住民族部落國小魯凱族學生數,原住民族部落國小賽夏族學生數,原住民族部落國小雅美族學生數,原住民族部落國小邵族學生數,原住民族部落國小噶瑪蘭族學生數,原住民族部落國小太魯閣族學生數,原住民族部落國小撒奇萊雅學生數,原住民族部落國小賽德克族學生數,原住民族部落國小拉阿魯哇族學生數,原住民族部落國小卡那卡那富族學生數,原住民族部落國小其他族學生數,資料時間
144690,144689,,縣立武陵國小,[953]臺東縣延平鄉武陵村一鄰明野路16號,261929.106,2540951.814,[14]臺東縣,延平鄉,山,68,68,2,0,4,61,0,0,0,0,1,0,0,0,0,0,0,0,0,107Y
144692,144690,,縣立鸞山國小,[953]臺東縣延平鄉鸞山村一鄰14號,265356,2533000.008,[14]臺東縣,延平鄉,山,32,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144693,144692,,縣立紅葉國小,[953]臺東縣延平鄉紅葉村紅谷路1號,256530.408,2532491.057,[14]臺東縣,延平鄉,山,51,49,15,1,1,26,5,1,0,0,0,0,0,0,0,0,0,0,0,107Y
144694,144693,,縣立海端國小,[957]臺東縣海端鄉海端村山界路36號,268047,2555530.009,[14]臺東縣,海端鄉,山,47,41,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144695,144694,,縣立初來國小,[957]臺東縣海端鄉海端村七鄰5號,267398.311,2557261.728,[14]臺東縣,海端鄉,山,48,46,0,0,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144696,144695,,縣立崁頂國小,[957]臺東縣海端鄉崁頂村中福21號,265011.388,2549270.117,[14]臺東縣,海端鄉,山,35,34,3,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144697,144696,,縣立廣原國小,[957]臺東縣海端鄉廣原村大埔路一鄰1號,271207,2560860.009,[14]臺東縣,海端鄉,山,45,42,2,0,2,37,0,0,0,0,0,0,0,1,0,0,0,0,0,107Y
144698,144697,,縣立錦屏國小,[957]臺東縣海端鄉廣原村錦屏1號,268040.005,2558933.77,[14]臺東縣,海端鄉,山,43,43,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144700,144698,,縣立加拿國小,[957]臺東縣海端鄉加拿村加南5號,263389.925,2544407.247,[14]臺東縣,海端鄉,山,35,35,2,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144701,144700,,縣立東海國小,[950]臺東縣臺東市長沙街329號,264407.009,2516891.561,[14]臺東縣,臺東市,平,689,94,44,2,25,11,7,0,1,0,2,0,0,2,0,0,0,0,0,107Y
144702,144701,,縣立霧鹿國小,[957]臺東縣海端鄉霧鹿村12號,254255.943,2563033.265,[14]臺東縣,海端鄉,山,51,50,2,0,0,46,0,0,1,0,0,0,0,1,0,0,0,0,0,107Y
144703,144702,,縣立興隆國小,[959]臺東縣東河鄉興昌村155號,275487,2532700.008,[14]臺東縣,東河鄉,平,50,21,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107Y
150601,144703,,國立東華大學附設實小,[970]花蓮縣花蓮市永安街100號,313346.441,2654168.374,[15]花蓮縣,花蓮市,平,850,94,50,3,4,5,1,0,0,1,0,0,1,24,1,4,0,0,0,107Y
151602,150601,,私立海星國小,[970]花蓮縣花蓮市永興路21號,313572.507,2654295.465,[15]花蓮縣,花蓮市,平,521,58,24,2,4,5,0,0,0,0,0,0,0,21,0,2,0,0,0,107Y
154601,151602,,縣立明禮國小,[970]花蓮縣花蓮市明禮路6號,312129.472,2652945.465,[15]花蓮縣,花蓮市,平,185,50,35,1,0,1,0,0,1,0,0,0,0,12,0,0,0,0,0,107Y
154602,154601,,縣立明義國小,[970]花蓮縣花蓮市明義街107號,311350.648,2652825.71,[15]花蓮縣,花蓮市,平,1426,142,90,1,5,5,5,0,0,0,0,0,0,33,2,1,0,0,0,107Y
154603,154602,,縣立明廉國小,[970]花蓮縣花蓮市中山路903號,310510.667,2654597.873,[15]花蓮縣,花蓮市,平,489,158,92,7,2,12,0,0,0,3,0,0,3,33,6,0,0,0,0,107Y
154604,154603,,縣立明恥國小,[970]花蓮縣花蓮市中興路41號,314204.087,2654262.057,[15]花蓮縣,花蓮市,平,239,111,57,9,0,10,2,0,0,0,0,0,1,29,0,3,0,0,0,107Y
154605,154604,,縣立中正國小,[970]花蓮縣花蓮市中正路210號,311029.635,2652017.583,[15]花蓮縣,花蓮市,平,968,169,114,3,3,10,0,0,0,0,0,0,9,29,0,1,0,0,0,107Y
154606,154605,,縣立信義國小,[970]花蓮縣花蓮市主計里信義街1號,311693,2651960.009,[15]花蓮縣,花蓮市,平,75,31,18,1,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,107Y
154607,154606,,縣立復興國小,[970]花蓮縣花蓮市府前路682號,313006.336,2655905.063,[15]花蓮縣,花蓮市,平,120,66,41,4,0,2,2,0,0,0,0,0,0,16,0,1,0,0,0,107Y
154608,154607,,縣立中華國小,[970]花蓮縣花蓮市國盛二街22號,311766.258,2654266.179,[15]花蓮縣,花蓮市,平,287,112,66,8,1,6,0,0,0,0,0,0,2,29,0,0,0,0,0,107Y
154610,154608,,縣立忠孝國小,[970]花蓮縣花蓮市中華路298號,310918.692,2652455.626,[15]花蓮縣,花蓮市,平,446,93,67,6,2,5,1,0,0,0,0,0,0,12,0,0,0,0,0,107Y
154611,154610,,縣立北濱國小,[970]花蓮縣花蓮市北濱街113號,312708.12,2652711.915,[15]花蓮縣,花蓮市,平,119,17,12,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,107Y
154612,154611,,縣立鑄強國小,[970]花蓮縣花蓮市永興路20號,313647.491,2654368.716,[15]花蓮縣,花蓮市,平,513,165,90,5,7,14,2,0,0,5,0,0,0,38,4,0,0,0,0,107Y
154613,154612,,縣立國福國小,[970]花蓮縣花蓮市福光街277巷1號,309037.095,2656151.565,[15]花蓮縣,花蓮市,平,28,17,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,107Y
154614,154613,,縣立新城國小,[971]花蓮縣新城鄉新城村博愛路30號,316217.868,2669345.603,[15]花蓮縣,新城鄉,平,229,177,20,9,0,4,1,0,0,0,0,0,3,140,0,0,0,0,0,107Y
154615,154614,,縣立北埔國小,[971]花蓮縣新城鄉北埔路170號,311579,2658710.009,[15]花蓮縣,新城鄉,平,408,261,134,11,1,16,1,0,1,1,0,0,0,91,5,0,0,0,0,107Y
154616,154615,,縣立康樂國小,[971]花蓮縣新城鄉康樂村康樂一街38號,311811.936,2660971.372,[15]花蓮縣,新城鄉,平,71,47,21,3,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,107Y
154617,154616,,縣立嘉里國小,[971]花蓮縣新城鄉嘉里村嘉里三街28號,311973,2656780.009,[15]花蓮縣,新城鄉,平,73,44,24,3,0,4,1,0,0,0,0,0,1,11,0,0,0,0,0,107Y
154618,154617,,縣立吉安國小,[973]花蓮縣吉安鄉吉安路二段97號,307273.612,2652193.274,[15]花蓮縣,吉安鄉,平,222,94,40,3,2,13,1,0,0,0,0,0,2,33,0,0,0,0,0,107Y
154619,154618,,縣立宜昌國小,[973]花蓮縣吉安鄉宜昌一街45號,309585.198,2651943.701,[15]花蓮縣,吉安鄉,平,820,304,228,8,6,16,5,0,0,0,0,0,2,36,0,1,2,0,0,107Y
154620,154619,,縣立北昌國小,[973]花蓮縣吉安鄉北昌村自強路533號,310246.41,2653721.37,[15]花蓮縣,吉安鄉,平,790,112,70,6,2,11,0,0,0,1,0,0,0,21,1,0,0,0,0,107Y
154621,154620,,縣立稻香國小,[973]花蓮縣吉安鄉稻香村稻香路99號,307923.421,2651067.942,[15]花蓮縣,吉安鄉,平,267,74,39,2,0,12,5,0,0,0,0,0,1,15,0,0,0,0,0,107Y
154622,154621,,縣立光華國小,[973]花蓮縣吉安鄉光華村光華二街180號,308952.997,2647994.299,[15]花蓮縣,吉安鄉,平,73,42,26,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,107Y
154623,154622,,縣立南華國小,[973]花蓮縣吉安鄉干城村吉安路6段60號,305724.968,2649417.773,[15]花蓮縣,吉安鄉,平,81,41,24,1,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,107Y
154624,154623,,縣立化仁國小,[973]花蓮縣吉安鄉東里十一街83號,310646.844,2651026.25,[15]花蓮縣,吉安鄉,平,222,143,117,4,1,6,0,0,0,1,0,0,1,13,0,0,0,0,0,107Y
154625,154624,,縣立太昌國小,[973]花蓮縣吉安鄉太昌村明義五街1號,307499.138,2654604.794,[15]花蓮縣,吉安鄉,平,317,131,74,0,0,7,3,0,1,0,0,0,0,44,0,2,0,0,0,107Y
154626,154625,,縣立壽豐國小,[974]花蓮縣壽豐鄉壽豐村壽山路37號,301731.818,2640759.589,[15]花蓮縣,壽豐鄉,平,133,68,59,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,107Y
154627,154626,,縣立豐山國小,[974]花蓮縣壽豐鄉豐山村中山路41號,300093.749,2638101.739,[15]花蓮縣,壽豐鄉,平,75,20,14,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,107Y
154628,154627,,縣立豐裡國小,[974]花蓮縣壽豐鄉豐裡村中山路299號,301730.021,2637570.066,[15]花蓮縣,壽豐鄉,平,78,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154629,154628,,縣立志學國小,[974]花蓮縣壽豐鄉志學村中正路120巷10號,304151.52,2644601.555,[15]花蓮縣,壽豐鄉,平,127,36,21,4,0,3,0,2,0,0,0,0,1,5,0,0,0,0,0,107Y
154630,154629,,縣立平和國小,[974]花蓮縣壽豐鄉平和路34號,302889.103,2642280.377,[15]花蓮縣,壽豐鄉,平,39,13,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107Y
154631,154630,,縣立溪口國小,[974]花蓮縣壽豐鄉溪口村溪口路87號,298245.934,2635119.893,[15]花蓮縣,壽豐鄉,平,27,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154632,154631,,縣立月眉國小,[974]花蓮縣壽豐鄉月眉村月眉三段24號,306683,2640560.009,[15]花蓮縣,壽豐鄉,平,29,24,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107Y
154633,154632,,縣立水璉國小,[974]花蓮縣壽豐鄉水璉村水璉二街20號,307438.825,2631100.468,[15]花蓮縣,壽豐鄉,平,30,21,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107Y
154634,154633,,縣立鳳林國小,[975]花蓮縣鳳林鎮中正路二段1號,295586.922,2626626.947,[15]花蓮縣,鳳林鎮,平,176,59,29,3,0,5,2,0,0,0,0,0,0,20,0,0,0,0,0,107Y
154636,154634,,縣立大榮國小,[975]花蓮縣鳳林鎮大榮里復興路85號,297742.997,2627879.953,[15]花蓮縣,鳳林鎮,平,38,22,12,1,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,107Y
154637,154636,,縣立鳳仁國小,[975]花蓮縣鳳林鎮鳳仁里光復路94號,296057.799,2627545.529,[15]花蓮縣,鳳林鎮,平,74,11,4,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,107Y
154638,154637,,縣立北林國小,[975]花蓮縣鳳林鎮北林里平園路32號,297726.143,2629803.379,[15]花蓮縣,鳳林鎮,平,20,8,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,107Y
154640,154638,,縣立長橋國小,[975]花蓮縣鳳林鎮長橋里長橋路2號,292837.749,2622909.632,[15]花蓮縣,鳳林鎮,平,37,22,5,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,107Y
154642,154640,,縣立林榮國小,[975]花蓮縣鳳林鎮林榮里永安街2號,296144.276,2633084.334,[15]花蓮縣,鳳林鎮,平,22,12,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,107Y
154643,154642,,縣立光復國小,[976]花蓮縣光復鄉大馬村中山路三段75號,293553.225,2618952.943,[15]花蓮縣,光復鄉,平,144,103,90,2,1,0,1,1,0,0,0,0,3,5,0,0,0,0,0,107Y
154644,154643,,縣立太巴塱國小,[976]花蓮縣光復鄉中正路二段23號,295739.957,2617451.868,[15]花蓮縣,光復鄉,平,100,90,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154648,154644,,縣立大進國小,[976]花蓮縣光復鄉大進村糖廠街4號,292771.955,2616866.065,[15]花蓮縣,光復鄉,平,111,46,41,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,107Y
154649,154648,,縣立瑞穗國小,[978]花蓮縣瑞穗鄉溫泉路一段19號,288178.496,2599375.916,[15]花蓮縣,瑞穗鄉,平,237,107,64,4,1,11,0,1,1,0,0,0,0,22,3,0,0,0,0,107Y
154650,154649,,縣立瑞北國小,[978]花蓮縣瑞穗鄉中正北路二段35號,288663.395,2602556.246,[15]花蓮縣,瑞穗鄉,平,56,51,12,0,1,36,0,0,0,0,0,0,0,2,0,0,0,0,0,107Y
154651,154650,,縣立瑞美國小,[978]花蓮縣瑞穗鄉中山路二段389號,289993.917,2598943.632,[15]花蓮縣,瑞穗鄉,平,45,22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154652,154651,,縣立鶴岡國小,[978]花蓮縣瑞穗鄉鶴岡村167號,289863,2602240.009,[15]花蓮縣,瑞穗鄉,平,16,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154653,154652,,縣立舞鶴國小,[978]花蓮縣瑞穗鄉舞鶴村64號,285994,2595140.009,[15]花蓮縣,瑞穗鄉,平,29,23,16,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,107Y
154654,154653,,縣立富源國小,[978]花蓮縣瑞穗鄉富源村30號,288334.915,2608407.96,[15]花蓮縣,瑞穗鄉,平,78,59,51,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,107Y
154655,154654,,縣立豐濱國小,[977]花蓮縣豐濱鄉豐濱村民族街5號,303180.717,2610665.064,[15]花蓮縣,豐濱鄉,平,48,37,33,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,107Y
154656,154655,,縣立港口國小,[977]花蓮縣豐濱鄉港口村43號,301931.362,2597750.027,[15]花蓮縣,豐濱鄉,平,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154657,154656,,縣立靜浦國小,[977]花蓮縣豐濱鄉靜浦村64號,300619.89,2595481.75,[15]花蓮縣,豐濱鄉,平,14,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154658,154657,,縣立新社國小,[977]花蓮縣豐濱鄉新社村150號,304665.578,2616578.913,[15]花蓮縣,豐濱鄉,平,26,24,7,0,0,4,0,0,1,0,0,0,11,1,0,0,0,0,0,107Y
154660,154658,,縣立玉里國小,[981]花蓮縣玉里鎮忠智路43號,282636.006,2580695.192,[15]花蓮縣,玉里鎮,平,284,78,40,1,3,25,1,0,0,0,0,0,0,7,0,1,0,0,0,107Y
154661,154660,,縣立中城國小,[981]花蓮縣玉里鎮中山路一段1號,282466.019,2580297.381,[15]花蓮縣,玉里鎮,平,327,99,43,2,3,44,0,0,0,0,0,0,0,5,0,2,0,0,0,107Y
154662,154661,,縣立源城國小,[981]花蓮縣玉里鎮源城里水源62號,280655,2579930.009,[15]花蓮縣,玉里鎮,平,43,13,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y
154663,154662,,縣立樂合國小,[981]花蓮縣玉里鎮樂合里新民41號,284696.941,2579911.868,[15]花蓮縣,玉里鎮,平,34,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154664,154663,,縣立觀音國小,[981]花蓮縣玉里鎮觀音里16鄰9號,286509.077,2588021.486,[15]花蓮縣,玉里鎮,平,16,12,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154665,154664,,縣立高寮國小,[981]花蓮縣玉里鎮高寮92號,286702.755,2586727.304,[15]花蓮縣,玉里鎮,平,46,30,27,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154666,154665,,縣立松浦國小,[981]花蓮縣玉里鎮松浦里12鄰212號,288164.455,2591799.238,[15]花蓮縣,玉里鎮,平,54,45,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154667,154666,,縣立春日國小,[981]花蓮縣玉里鎮春日里泰林95號,290154.671,2594397.226,[15]花蓮縣,玉里鎮,平,39,31,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154668,154667,,縣立德武國小,[981]花蓮縣玉里鎮德武里9鄰171號,291432.061,2595930.937,[15]花蓮縣,玉里鎮,平,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154669,154668,,縣立三民國小,[981]花蓮縣玉里鎮三民里118號,285606.364,2591929.022,[15]花蓮縣,玉里鎮,平,37,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154670,154669,,縣立大禹國小,[981]花蓮縣玉里鎮中禹里225號,283612,2586390.009,[15]花蓮縣,玉里鎮,平,42,20,7,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0,107Y
154671,154670,,縣立長良國小,[981]花蓮縣玉里鎮長良里163號,279356.48,2575823.335,[15]花蓮縣,玉里鎮,平,31,24,9,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,107Y
154672,154671,,縣立富里國小,[983]花蓮縣富里鄉富里村永安街52號,275437.109,2563371.885,[15]花蓮縣,富里鄉,平,108,20,10,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,107Y
154674,154672,,縣立東里國小,[983]花蓮縣富里鄉東里村道化路74號,281000.049,2573713.538,[15]花蓮縣,富里鄉,平,49,15,8,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,107Y
154675,154674,,縣立明里國小,[983]花蓮縣富里鄉明里村1鄰16號,275458.845,2566601.503,[15]花蓮縣,富里鄉,平,33,18,11,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,107Y
154676,154675,,縣立吳江國小,[983]花蓮縣富里鄉吳江村6鄰52號,283002.9,2575179.1,[15]花蓮縣,富里鄉,平,24,13,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154677,154676,,縣立學田國小,[983]花蓮縣富里鄉學田村光明路1號,273258.485,2561514.688,[15]花蓮縣,富里鄉,平,34,15,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154678,154677,,縣立永豐國小,[983]花蓮縣富里鄉豐南村永豐84號,277300.006,2561447.706,[15]花蓮縣,富里鄉,平,27,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154679,154678,,縣立萬寧國小,[983]花蓮縣富里鄉萬寧村鎮寧108號,280442.85,2572440.62,[15]花蓮縣,富里鄉,平,18,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154680,154679,,縣立東竹國小,[983]花蓮縣富里鄉竹田村富田3號,278635.439,2568027.797,[15]花蓮縣,富里鄉,平,61,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154681,154680,,縣立秀林國小,[972]花蓮縣秀林鄉秀林村秀林路76號,313472.972,2668233.599,[15]花蓮縣,秀林鄉,山,79,78,6,5,0,1,0,0,0,0,0,0,0,66,0,0,0,0,0,107Y
154682,154681,,縣立富世國小,[972]花蓮縣秀林鄉富世村127號,313977.009,2671487.709,[15]花蓮縣,秀林鄉,山,68,68,2,2,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,107Y
154683,154682,,縣立崇德國小,[972]花蓮縣秀林鄉崇德村72號,316495.437,2673913.389,[15]花蓮縣,秀林鄉,山,69,69,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,107Y
154684,154683,,縣立和平國小,[972]花蓮縣秀林鄉和平村112號,325978.334,2689313.182,[15]花蓮縣,秀林鄉,山,86,72,3,6,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,107Y
154685,154684,,縣立景美國小,[972]花蓮縣秀林鄉景美村加灣112號,311603.651,2664300.554,[15]花蓮縣,秀林鄉,山,50,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,107Y
154686,154685,,縣立三棧國小,[972]花蓮縣秀林鄉景美村三棧102號,311653.761,2666542.168,[15]花蓮縣,秀林鄉,山,31,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,107Y
154687,154686,,縣立佳民國小,[972]花蓮縣秀林鄉佳民村119號,310958.042,2661126.096,[15]花蓮縣,秀林鄉,山,44,44,2,2,0,1,0,0,0,0,0,0,0,39,0,0,0,0,0,107Y
154688,154687,,縣立銅門國小,[972]花蓮縣秀林鄉銅門村69號,300194.537,2651290.819,[15]花蓮縣,秀林鄉,山,61,58,4,7,0,1,0,0,0,0,0,0,0,44,0,2,0,0,0,107Y
154689,154688,,縣立水源國小,[972]花蓮縣秀林鄉水源村111號,306655.658,2655504.017,[15]花蓮縣,秀林鄉,山,89,89,5,3,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,107Y
154690,154689,,縣立銅蘭國小,[972]花蓮縣秀林鄉文蘭村70號,301076.35,2643186.779,[15]花蓮縣,秀林鄉,山,47,44,2,3,1,3,0,0,0,0,0,0,0,35,0,0,0,0,0,107Y
154691,154690,,縣立文蘭國小,[972]花蓮縣秀林鄉文蘭村米亞丸1號,301064.063,2646503.25,[15]花蓮縣,秀林鄉,山,58,47,16,2,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,107Y
154692,154691,,縣立萬榮國小,[979]花蓮縣萬榮鄉萬榮村2鄰31號,291908,2623580.009,[15]花蓮縣,萬榮鄉,山,54,52,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,107Y
154693,154692,,縣立明利國小,[979]花蓮縣萬榮鄉明利村35號,292049.32,2622485.8,[15]花蓮縣,萬榮鄉,山,46,46,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,107Y
154694,154693,,縣立見晴國小,[979]花蓮縣萬榮鄉見晴村89號,296053,2631140.009,[15]花蓮縣,萬榮鄉,山,44,43,2,0,0,1,2,0,0,0,0,0,0,37,0,0,0,0,1,107Y
154695,154694,,縣立馬遠國小,[979]花蓮縣萬榮鄉馬遠村39號,286926,2608200.009,[15]花蓮縣,萬榮鄉,山,38,38,2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154696,154695,,縣立西林國小,[979]花蓮縣萬榮鄉西林村8鄰114號,294934,2634210.009,[15]花蓮縣,萬榮鄉,山,74,73,1,0,2,0,1,0,0,0,0,0,0,69,0,0,0,0,0,107Y
154697,154696,,縣立紅葉國小,[979]花蓮縣萬榮鄉紅葉村1鄰4號,285282.406,2599099.045,[15]花蓮縣,萬榮鄉,山,52,52,1,0,0,5,0,0,0,0,0,0,0,46,0,0,0,0,0,107Y
154698,154697,,縣立卓溪國小,[982]花蓮縣卓溪鄉卓溪村中正路72號,280998,2582570.009,[15]花蓮縣,卓溪鄉,山,41,41,3,0,2,34,0,0,0,0,0,0,0,1,0,1,0,0,0,107Y
154699,154698,,縣立崙山國小,[982]花蓮縣卓溪鄉崙山村1鄰12號,285176.706,2592951.685,[15]花蓮縣,卓溪鄉,山,47,47,1,0,0,32,0,0,0,0,0,0,0,4,0,10,0,0,0,107Y
154700,154699,,縣立立山國小,[982]花蓮縣卓溪鄉立山村9鄰90號,282769.615,2592046.718,[15]花蓮縣,卓溪鄉,山,44,43,0,0,0,5,0,0,0,0,0,0,0,20,0,18,0,0,0,107Y
154701,154700,,縣立太平國小,[982]花蓮縣卓溪鄉太平村1鄰2號,282755.869,2589281.136,[15]花蓮縣,卓溪鄉,山,41,41,1,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154702,154701,,縣立卓清國小,[982]花蓮縣卓溪鄉卓清村清水6號,277910.581,2575127.998,[15]花蓮縣,卓溪鄉,山,24,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154703,154702,,縣立卓樂國小,[982]花蓮縣卓溪鄉卓清村卓樂86號,277352.626,2577076.672,[15]花蓮縣,卓溪鄉,山,40,40,3,1,0,34,0,0,0,0,0,0,0,2,0,0,0,0,0,107Y
154704,154703,,縣立古風國小,[982]花蓮縣卓溪鄉古風村崙天18號,277077.821,2568586.004,[15]花蓮縣,卓溪鄉,山,46,46,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154705,154704,,縣立奇美國小,[978]花蓮縣瑞穗鄉奇美村47號,295538.109,2599448.05,[15]花蓮縣,瑞穗鄉,平,9,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154706,154705,,縣立卓楓國小,[982]花蓮縣卓溪鄉古風村十二鄰古楓6號,277832.585,2571303.13,[15]花蓮縣,卓溪鄉,山,19,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154707,154706,,縣立西富國小,[976]花蓮縣光復鄉西富村民有街51巷3號,293871,2614860.009,[15]花蓮縣,光復鄉,平,29,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154708,154707,,縣立大興國小,[976]花蓮縣光復鄉大興村民權街17號,290623.603,2614362.307,[15]花蓮縣,光復鄉,平,36,24,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
154710,154708,,縣立西寶國小,[972]花蓮縣秀林鄉富世村西寶11號,299021.102,2678006.093,[15]花蓮縣,秀林鄉,山,38,20,4,0,1,2,0,0,0,0,0,0,0,13,0,0,0,0,0,107Y
154711,154710,,縣立中原國小,[970]花蓮縣花蓮市中原路531號,310697.579,2652024.363,[15]花蓮縣,花蓮市,平,398,74,66,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,107Y
,154711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
