ID,,,NAME,ADDR,X,Y,CO_NAME,TO_NAME,MF,STU_CNT,AB_STU_CNT,AB1_STU_CNT,AB2_STU_CNT,AB3_STU_CNT,AB4_STU_CNT,AB5_STU_CNT,AB6_STU_CNT,AB7_STU_CNT,AB8_STU_CNT,AB9_STU_CNT,AB10_STU_CNT,AB11_STU_CNT,AB12_STU_CNT,AB13_STU_CNT,AB14_STU_CNT,AB15_STU_CNT,AB16_STU_CNT,AB17_STU_CNT,INFO_TIME
識別碼,,,名稱,地址,X坐標,Y坐標,縣市名稱,鄉鎮市區名稱,原住民族部落國小山地別,原住民族部落國小學生總數,原住民族部落國小原住民學生數,原住民族部落國小阿美族學生數,原住民族部落國小泰雅族學生數,原住民族部落國小排灣族學生數,原住民族部落國小布農族學生數,原住民族部落國小卑南族學生數,原住民族部落國小鄒_曹_族學生數,原住民族部落國小魯凱族學生數,原住民族部落國小賽夏族學生數,原住民族部落國小雅美族學生數,原住民族部落國小邵族學生數,原住民族部落國小噶瑪蘭族學生數,原住民族部落國小太魯閣族學生數,原住民族部落國小撒奇萊雅學生數,原住民族部落國小賽德克族學生數,原住民族部落國小拉阿魯哇族學生數,原住民族部落國小卡那卡那富族學生數,原住民族部落國小其他族學生數,資料時間
104727,84747,,縣立達邦國小,[605]嘉義縣阿里山鄉達邦村一鄰1號,224394.46,2594491.49,[10]嘉義縣,阿里山鄉,山,47,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,107Y
104729,104727,,縣立十字國小,[605]嘉義縣阿里山鄉十字村16號,224876.37,2598840.66,[10]嘉義縣,阿里山鄉,山,13,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,107Y
104730,104729,,縣立來吉國小,[605]嘉義縣阿里山鄉來吉村四鄰91號,223452.58,2602965.85,[10]嘉義縣,阿里山鄉,山,21,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,107Y
104732,104730,,縣立山美國小,[605]嘉義縣阿里山鄉山美村61號,216162.25,2586748.97,[10]嘉義縣,阿里山鄉,山,35,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,107Y
104733,104732,,縣立新美國小,[605]嘉義縣阿里山鄉新美村四鄰78號,217620.16,2581717.57,[10]嘉義縣,阿里山鄉,山,25,21,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,107Y
104734,104733,,縣立阿里山國(中)小,[605]嘉義縣阿里山鄉樂野村一鄰31號,219496.18,2596198.28,[10]嘉義縣,阿里山鄉,山,86,61,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,107Y
104735,104734,,縣立香林國小,[605]嘉義縣阿里山鄉香林村二鄰41號,230455.89,2601490.84,[10]嘉義縣,阿里山鄉,山,18,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,107Y
104737,104735,,縣立茶山國小,[605]嘉義縣阿里山鄉茶山村三鄰74號,215913.57,2577581.19,[10]嘉義縣,阿里山鄉,山,19,14,0,1,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,107Y
124731,104737,,市立民生國小,[849]高雄市那瑪夏區達卡努瓦里大光巷159號,221494.672,2574910.94,[12]高雄市,那瑪夏區,山,96,96,0,0,1,74,0,5,0,0,0,0,0,0,0,0,2,14,0,107Y
124732,124731,,市立茂林國小,[851]高雄市茂林區茂林里4之3號,215561,2531690.008,[12]高雄市,茂林區,山,42,41,1,0,3,2,0,0,33,0,1,0,0,1,0,0,0,0,0,107Y
124733,124732,,市立多納國小,[851]高雄市茂林區多納里1-2號,220914.569,2534391.168,[12]高雄市,茂林區,山,23,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,107Y
124734,124733,,市立桃源國小,[848]高雄市桃源區桃源里北進巷五十號,226015.515,2562072.166,[12]高雄市,桃源區,山,79,77,2,4,2,68,0,0,0,0,0,0,0,0,0,0,1,0,0,107Y
124735,124734,,市立建山國小,[848]高雄市桃源區建山里96號,217479,2555960.009,[12]高雄市,桃源區,山,46,44,1,2,4,33,0,0,1,0,0,0,0,0,0,0,3,0,0,107Y
124736,124735,,市立興中國小,[848]高雄市桃源區高中里興中巷44號,221224.342,2558547.305,[12]高雄市,桃源區,山,61,57,1,0,4,41,0,3,0,0,0,0,0,0,0,0,8,0,0,107Y
124737,124736,,市立寶山國小,[848]高雄市桃源區寶山里98號,220185,2548260.009,[12]高雄市,桃源區,山,21,20,0,1,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,107Y
124738,124737,,市立樟山國小,[848]高雄市桃源區拉芙蘭里南橫公路五段440號,231517.43,2572284.63,[12]高雄市,桃源區,山,36,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
124755,124738,,市立那瑪夏區民權國小,[849]高雄市那瑪夏區瑪雅里平和巷220號,219558.197,2571696.866,[12]高雄市,那瑪夏區,山,115,62,0,1,1,48,0,1,0,0,0,0,0,0,0,0,2,9,0,107Y
134729,124755,,縣立滿州國小,[947]屏東縣滿州鄉滿州村中山路39號,233286.05,2435822.61,[13]屏東縣,滿州鄉,平,89,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134730,134729,,縣立長樂國小,[947]屏東縣滿州鄉長樂村大公路35號,232317.05,2441929.38,[13]屏東縣,滿州鄉,平,61,48,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134731,134730,,縣立永港國小,[947]屏東縣滿州鄉永靖村新庄路25號,231144.61,2434197.1,[13]屏東縣,滿州鄉,平,56,14,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134737,134731,,縣立地磨兒國小,[901]屏東縣三地門鄉三地村行政街9號,214509.72,2512755.33,[13]屏東縣,三地門鄉,山,159,157,2,1,138,0,0,0,15,0,0,1,0,0,0,0,0,0,0,107Y
134740,134737,,縣立青山國小,[901]屏東縣三地門鄉青山村民族巷9號,213186.31,2524076.29,[13]屏東縣,三地門鄉,山,49,49,2,0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y
134741,134740,,縣立青葉國小,[901]屏東縣三地門鄉青葉村光復巷1之2號,212978.464,2526420.78,[13]屏東縣,三地門鄉,山,46,37,2,0,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,107Y
134742,134741,,縣立口社國小,[901]屏東縣三地門鄉口社村信義巷65號,213527.16,2518896.79,[13]屏東縣,三地門鄉,山,69,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134744,134742,,縣立佳義國小,[903]屏東縣瑪家鄉佳義村泰平巷12號,212052.51,2505918.17,[13]屏東縣,瑪家鄉,山,133,132,1,2,124,0,1,0,3,0,0,0,0,0,0,0,0,0,1,107Y
134746,134744,,縣立北葉國小,[903]屏東縣瑪家鄉北葉村風景巷1-22號,213685.58,2511847.64,[13]屏東縣,瑪家鄉,山,102,101,0,0,87,0,0,0,14,0,0,0,0,0,0,0,0,0,0,107Y
134748,134746,,縣立霧臺國小,[902]屏東縣霧臺鄉霧臺村中山巷45號,222405.45,2516098.76,[13]屏東縣,霧臺鄉,山,87,86,0,0,4,3,0,1,78,0,0,0,0,0,0,0,0,0,0,107Y
134751,134748,,縣立武潭國小,[921]屏東縣泰武鄉武潭村潭中巷45號,212412.3,2497643.79,[13]屏東縣,泰武鄉,山,137,137,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134752,134751,,縣立泰武國小,[921]屏東縣泰武鄉泰武村阿夫魯岸路1號,209989.08,2500664.77,[13]屏東縣,泰武鄉,山,98,94,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134753,134752,,縣立萬安國小,[921]屏東縣泰武鄉萬安村萬安路1號,212793,2503000.008,[13]屏東縣,泰武鄉,山,84,84,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134754,134753,,縣立來義國小,[922]屏東縣來義鄉丹林村古義路2號,213923.37,2492055.25,[13]屏東縣,來義鄉,山,96,95,2,0,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107Y
134755,134754,,縣立望嘉國小,[922]屏東縣來義鄉望嘉村165號,211204.49,2484850.42,[13]屏東縣,來義鄉,山,52,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134756,134755,,縣立文樂國小,[922]屏東縣來義鄉文樂村新樂路1號,211264,2488190.008,[13]屏東縣,來義鄉,山,51,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134757,134756,,縣立南和國小,[922]屏東縣來義鄉南和村51號,213214.77,2481924.74,[13]屏東縣,來義鄉,山,65,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134758,134757,,縣立古樓國小,[922]屏東縣來義鄉古樓村育英路2號,211518.62,2492019.15,[13]屏東縣,來義鄉,山,37,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134759,134758,,縣立春日國小,[942]屏東縣春日鄉春日村春日路314號,211589.42,2474604.1,[13]屏東縣,春日鄉,山,67,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134760,134759,,縣立力里國小,[942]屏東縣春日鄉七佳村自強一路92號,211813.52,2480955.68,[13]屏東縣,春日鄉,山,105,104,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134761,134760,,縣立古華國小,[942]屏東縣春日鄉古華村古華路3巷63號,211481.3,2473579.26,[13]屏東縣,春日鄉,山,64,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134762,134761,,縣立楓林國小,[943]屏東縣獅子鄉楓林村楓林2巷22-2號,219564.65,2455959.45,[13]屏東縣,獅子鄉,山,29,27,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134763,134762,,縣立丹路國小,[943]屏東縣獅子鄉丹路村丹路1巷39號,224375.632,2456093.414,[13]屏東縣,獅子鄉,山,39,38,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y
134764,134763,,縣立內獅國小,[943]屏東縣獅子鄉內獅村1號,213525.89,2466564.74,[13]屏東縣,獅子鄉,山,91,91,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134765,134764,,縣立草埔國小,[943]屏東縣獅子鄉草埔村1巷5號,229715,2459560.008,[13]屏東縣,獅子鄉,山,27,25,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134766,134765,,縣立石門國小,[945]屏東縣牡丹鄉石門村石門路33號,226532.77,2447504.3,[13]屏東縣,牡丹鄉,山,71,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134768,134766,,縣立高士國小,[945]屏東縣牡丹鄉高士村高士路29號,234214.81,2447379.65,[13]屏東縣,牡丹鄉,山,57,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134769,134768,,縣立牡丹國小,[945]屏東縣牡丹鄉牡丹村牡丹路93號,233261.16,2453123.33,[13]屏東縣,牡丹鄉,山,63,62,13,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134784,134769,,縣立賽嘉國小,[901]屏東縣三地門鄉賽嘉村2號,213007,2515980.008,[13]屏東縣,三地門鄉,山,63,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
134787,134784,,縣立長榮百合國小,[903]屏東縣瑪家鄉瑪家村和平路一段65號,213301.56,2510942.2,[13]屏東縣,瑪家鄉,山,107,99,0,0,76,0,0,0,23,0,0,0,0,0,0,0,0,0,0,107Y
140601,134787,,國立臺東大學附小,[950]臺東縣臺東市博愛路345號,265121.701,2517195.53,[14]臺東縣,臺東市,平,994,104,46,0,22,10,18,0,5,0,0,0,0,3,0,0,0,0,0,107Y
144601,140601,,縣立仁愛國小,[950]臺東縣臺東市四維路一段400號,266313.83,2517423.212,[14]臺東縣,臺東市,平,275,79,56,0,17,2,3,0,0,0,1,0,0,0,0,0,0,0,0,107Y
144602,144601,,縣立復興國小,[950]臺東縣臺東市鐵花路87巷55號,265557.797,2516286.768,[14]臺東縣,臺東市,平,107,33,11,2,7,2,6,0,0,0,3,0,0,2,0,0,0,0,0,107Y
144603,144602,,縣立光明國小,[950]臺東縣臺東市中興路二段150巷29弄1號,263267.194,2518677.17,[14]臺東縣,臺東市,平,130,42,22,2,5,3,9,0,1,0,0,0,0,0,0,0,0,0,0,107Y
144604,144603,,縣立寶桑國小,[950]臺東縣臺東市四維路二段23號,265523.146,2517956.964,[14]臺東縣,臺東市,平,326,91,57,0,11,5,11,0,1,0,2,0,1,3,0,0,0,0,0,107Y
144605,144604,,縣立新生國小,[950]臺東縣臺東市更生路474巷45號,264589.635,2518172.794,[14]臺東縣,臺東市,平,660,215,122,1,58,13,17,0,4,0,0,0,0,0,0,0,0,0,0,107Y
144606,144605,,縣立豐里國小,[950]臺東縣臺東市中華路三段80號,262541.956,2515176.855,[14]臺東縣,臺東市,平,130,66,54,1,2,1,6,0,1,0,1,0,0,0,0,0,0,0,0,107Y
144607,144606,,縣立豐榮國小,[950]臺東縣臺東市中華路二段154巷150號,264051.786,2516322.207,[14]臺東縣,臺東市,平,405,168,107,1,36,7,12,0,0,0,2,0,0,0,0,3,0,0,0,107Y
144608,144607,,縣立馬蘭國小,[950]臺東縣臺東市馬蘭里新社三街6號,263931.109,2518309.746,[14]臺東縣,臺東市,平,522,105,58,0,19,10,15,0,2,0,1,0,0,0,0,0,0,0,0,107Y
144609,144608,,縣立豐源國小,[950]臺東縣臺東市中華路四段392號,261126.561,2514404.211,[14]臺東縣,臺東市,平,76,22,14,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,107Y
144610,144609,,縣立康樂國小,[950]臺東縣臺東市山西路一段256號,262270.154,2517209.234,[14]臺東縣,臺東市,平,249,95,63,0,15,6,8,0,0,0,3,0,0,0,0,0,0,0,0,107Y
144611,144610,,縣立豐年國小,[950]臺東縣臺東市中興路三段320號,261441.713,2519016.456,[14]臺東縣,臺東市,平,62,48,25,0,12,5,3,0,2,0,1,0,0,0,0,0,0,0,0,107Y
144612,144611,,縣立卑南國小,[950]臺東縣臺東市卑南里更生北路317號,262242.114,2520131.763,[14]臺東縣,臺東市,平,258,104,61,0,3,20,14,0,0,0,4,0,0,2,0,0,0,0,0,107Y
144613,144612,,縣立岩灣國小,[950]臺東縣臺東市岩灣路50巷401弄11號,262821.203,2522797.001,[14]臺東縣,臺東市,平,56,21,17,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144614,144613,,縣立南王國小,[950]臺東縣臺東市南王里更生北路726號,261738.661,2520918.89,[14]臺東縣,臺東市,平,74,57,12,1,3,3,36,1,0,0,0,0,0,1,0,0,0,0,0,107Y
144615,144614,,縣立知本國小,[950]臺東縣臺東市知本路三段107號,255598.257,2511696.009,[14]臺東縣,臺東市,平,195,92,25,2,10,4,51,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144616,144615,,縣立建和國小,[950]臺東縣臺東市青海路三段640號,255050.709,2512917.857,[14]臺東縣,臺東市,平,84,54,9,1,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144617,144616,,縣立豐田國小,[950]臺東縣臺東市中興路四段750號,258907.49,2519350.691,[14]臺東縣,臺東市,平,246,115,48,0,26,2,31,0,5,2,0,0,0,1,0,0,0,0,0,107Y
144618,144617,,縣立富岡國小,[950]臺東縣臺東市松江路一段441號,269905.858,2521727.208,[14]臺東縣,臺東市,平,63,36,32,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,107Y
144619,144618,,縣立新園國小,[950]臺東縣臺東市新園路88號,256402.807,2518269.964,[14]臺東縣,臺東市,平,34,25,4,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y
144620,144619,,縣立賓朗國小,[954]臺東縣卑南鄉賓朗村474巷2號,259606.066,2522930.194,[14]臺東縣,卑南鄉,平,68,39,11,1,5,0,19,0,2,0,0,0,1,0,0,0,0,0,0,107Y
144621,144620,,縣立溫泉國小,[954]臺東縣卑南鄉溫泉村11鄰291號,252664.074,2510805.783,[14]臺東縣,卑南鄉,平,90,17,5,1,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,107Y
144622,144621,,縣立利嘉國小,[954]臺東縣卑南鄉利嘉村利嘉路666號,256459.415,2519588.051,[14]臺東縣,卑南鄉,平,42,36,4,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144623,144622,,縣立初鹿國小,[954]臺東縣卑南鄉初鹿村梅園路97號,259449.109,2528802.1,[14]臺東縣,卑南鄉,平,99,52,31,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144624,144623,,縣立東成國小,[954]臺東縣卑南鄉美農村22鄰班鳩92號,258457.744,2526080.578,[14]臺東縣,卑南鄉,平,47,10,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0,107Y
144625,144624,,縣立富山國小,[954]臺東縣卑南鄉富山村漁場三鄰66號,269637.408,2527746.149,[14]臺東縣,卑南鄉,平,67,29,24,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144627,144625,,縣立大南國小,[954]臺東縣卑南鄉東興村東園一街40號,254419.548,2518253.832,[14]臺東縣,卑南鄉,平,65,65,5,1,4,1,2,0,52,0,0,0,0,0,0,0,0,0,0,107Y
144628,144627,,縣立太平國小,[954]臺東縣卑南鄉泰安村6號,257779.46,2521120.649,[14]臺東縣,卑南鄉,平,140,104,22,3,14,7,47,0,10,0,1,0,0,0,0,0,0,0,0,107Y
144629,144628,,縣立大王國小,[963]臺東縣太麻里鄉大王村文化路60號,250397,2501430.008,[14]臺東縣,太麻里鄉,平,178,96,15,0,73,1,3,0,4,0,0,0,0,0,0,0,0,0,0,107Y
144630,144629,,縣立香蘭國小,[963]臺東縣太麻里鄉香蘭村四鄰28號,249326.706,2498635.728,[14]臺東縣,太麻里鄉,平,37,22,6,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,107Y
144632,144630,,縣立三和國小,[963]臺東縣太麻里鄉三和村漁場94號,253827.245,2508008.933,[14]臺東縣,太麻里鄉,平,39,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144633,144632,,縣立美和國小,[963]臺東縣太麻里鄉美和村美和90號,254549.146,2509700.906,[14]臺東縣,太麻里鄉,平,54,12,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144635,144633,,縣立大溪國小,[963]臺東縣太麻里鄉多良村十五鄰大溪85號,243981.993,2484756.568,[14]臺東縣,太麻里鄉,平,41,34,5,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144636,144635,,縣立尚武國小,[965]臺東縣大武鄉尚武村八鄰學府路7號,238492.935,2471191.659,[14]臺東縣,大武鄉,平,59,29,5,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144637,144636,,縣立大武國小,[965]臺東縣大武鄉民族街2巷49號,240193.348,2474020.798,[14]臺東縣,大武鄉,平,100,75,4,1,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144638,144637,,縣立大鳥國小,[965]臺東縣大武鄉大鳥村一鄰12號,240783.46,2475993.115,[14]臺東縣,大武鄉,平,88,87,2,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144642,144638,,縣立鹿野國小,[955]臺東縣鹿野鄉鹿野村中華路一段402號,264054.926,2534256.488,[14]臺東縣,鹿野鄉,平,51,25,17,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144643,144642,,縣立龍田國小,[955]臺東縣鹿野鄉龍田村光榮路236號,262746.272,2533683.965,[14]臺東縣,鹿野鄉,平,50,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144644,144643,,縣立永安國小,[955]臺東縣鹿野鄉永安村鹿寮路31號,263163.839,2536938.416,[14]臺東縣,鹿野鄉,平,51,24,21,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,107Y
144645,144644,,縣立瑞豐國小,[955]臺東縣鹿野鄉瑞豐村中山路67號,264039.637,2541971.572,[14]臺東縣,鹿野鄉,平,40,14,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144646,144645,,縣立瑞源國小,[955]臺東縣鹿野鄉瑞源村文化路67號,265940.074,2539623.565,[14]臺東縣,鹿野鄉,平,90,44,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144647,144646,,縣立關山國小,[956]臺東縣關山鎮中華路101號,266879.317,2549897.569,[14]臺東縣,關山鎮,平,321,135,76,6,0,48,0,0,0,2,0,0,0,3,0,0,0,0,0,107Y
144648,144647,,縣立月眉國小,[956]臺東縣關山鎮月眉里盛豐路二鄰1號,265220,2545330.009,[14]臺東縣,關山鎮,平,19,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144649,144648,,縣立德高國小,[956]臺東縣關山鎮德高里7鄰永豐16號,268234.897,2552482.067,[14]臺東縣,關山鎮,平,29,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144650,144649,,縣立電光國小,[956]臺東縣關山鎮電光里中興路93號,267770,2544970.009,[14]臺東縣,關山鎮,平,17,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144651,144650,,縣立福原國小,[958]臺東縣池上鄉福原村中華路17號,272057.453,2558148.779,[14]臺東縣,池上鄉,平,200,65,51,1,1,8,1,0,0,0,0,0,0,3,0,0,0,0,0,107Y
144652,144651,,縣立大坡國小,[958]臺東縣池上鄉慶豐村八鄰87號,273635.195,2558203.929,[14]臺東縣,池上鄉,平,30,15,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144653,144652,,縣立萬安國小,[958]臺東縣池上鄉萬安村一鄰5之2號,272409,2554850.009,[14]臺東縣,池上鄉,平,55,21,13,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144655,144653,,縣立東河國小,[959]臺東縣東河鄉東河村十六鄰35號,279975.455,2539490.793,[14]臺東縣,東河鄉,平,40,27,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144656,144655,,縣立都蘭國小,[959]臺東縣東河鄉都蘭村431號,273284.196,2530786.712,[14]臺東縣,東河鄉,平,70,35,29,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144659,144656,,縣立泰源國小,[959]臺東縣東河鄉泰源村11鄰297號,279220.643,2544135.931,[14]臺東縣,東河鄉,平,75,48,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144660,144659,,縣立北源國小,[959]臺東縣東河鄉北源村順那21號,279997.239,2548712.653,[14]臺東縣,東河鄉,平,18,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144662,144660,,縣立三民國小,[961]臺東縣成功鎮三民路18號,288032.67,2555608.552,[14]臺東縣,成功鎮,平,93,70,64,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107Y
144663,144662,,縣立成功國小,[961]臺東縣成功鎮太平路28號,289194.248,2555652.832,[14]臺東縣,成功鎮,平,305,89,83,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144664,144663,,縣立信義國小,[961]臺東縣成功鎮信義里都歷路58號,283911.528,2547295.736,[14]臺東縣,成功鎮,平,60,51,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144665,144664,,縣立三仙國小,[961]臺東縣成功鎮三仙里基翬路八鄰16號,290329,2557660.009,[14]臺東縣,成功鎮,平,48,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144667,144665,,縣立忠孝國小,[961]臺東縣成功鎮忠孝里成廣路8號,290909.639,2561711.097,[14]臺東縣,成功鎮,平,43,33,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107Y
144669,144667,,縣立長濱國小,[962]臺東縣長濱鄉長濱村五鄰11號,295326.476,2578254.625,[14]臺東縣,長濱鄉,平,92,51,49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107Y
144671,144669,,縣立寧埔國小,[962]臺東縣長濱鄉寧埔村十鄰41號,292535.253,2569162.037,[14]臺東縣,長濱鄉,平,45,41,36,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,107Y
144672,144671,,縣立竹湖國小,[962]臺東縣長濱鄉竹湖村十鄰14號,293838.636,2575984.286,[14]臺東縣,長濱鄉,平,30,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144673,144672,,縣立三間國小,[962]臺東縣長濱鄉三間村七鄰16號,297218.995,2582159.392,[14]臺東縣,長濱鄉,平,37,20,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144674,144673,,縣立樟原國小,[962]臺東縣長濱鄉樟原村一鄰7號,298269.658,2590386.376,[14]臺東縣,長濱鄉,平,21,21,16,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,107Y
144676,144674,,縣立嘉蘭國小,[964]台東縣金峰鄉嘉蘭村3鄰132號,246029.22,2499451.45,[14]臺東縣,金峰鄉,山,65,65,5,1,52,0,0,0,6,0,0,0,0,1,0,0,0,0,0,107Y
144677,144676,,縣立介達國小,[964]臺東縣金峰鄉正興村105號,249656.209,2500490.773,[14]臺東縣,金峰鄉,山,57,57,7,0,45,0,1,0,4,0,0,0,0,0,0,0,0,0,0,107Y
144678,144677,,縣立新興國小,[964]臺東縣金峰鄉新興村一鄰1號,250317.72,2503496.371,[14]臺東縣,金峰鄉,山,59,58,2,0,53,2,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y
144679,144678,,縣立賓茂國小,[964]臺東縣金峰鄉賓茂村68號,245456.57,2492506.997,[14]臺東縣,金峰鄉,山,117,108,10,1,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144680,144679,,縣立安朔國小,[966]臺東縣達仁鄉安朔村八鄰113號,236427.451,2466147.439,[14]臺東縣,達仁鄉,山,66,63,2,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144681,144680,,縣立土?國小,[966]臺東縣達仁鄉土?村10號,238423,2483780.008,[14]臺東縣,達仁鄉,山,42,41,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144683,144681,,縣立臺?國小,[966]臺東縣達仁鄉台?村十鄰59號之1,240493,2486420.008,[14]臺東縣,達仁鄉,山,34,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107Y
144685,144683,,縣立蘭嶼國小,[952]臺東縣蘭嶼鄉紅頭村1之1號,306171.487,2436640.557,[14]臺東縣,蘭嶼鄉,山,26,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,107Y
144686,144685,,縣立椰油國小,[952]臺東縣蘭嶼鄉椰油村忠孝街1號,303381,2438640.008,[14]臺東縣,蘭嶼鄉,山,70,69,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,107Y
144687,144686,,縣立東清國小,[952]臺東縣蘭嶼鄉東清村1號,308283.249,2439959.393,[14]臺東縣,蘭嶼鄉,山,43,43,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,107Y
144688,144687,,縣立朗島國小,[952]臺東縣蘭嶼鄉朗島村17號,304530.924,2442467.415,[14]臺東縣,蘭嶼鄉,山,31,30,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,107Y
144689,144688,,縣立桃源國小,[953]臺東縣延平鄉桃源村昇平路84號,258585.304,2533529.407,[14]臺東縣,延平鄉,山,81,76,1,0,4,70,0,0,1,0,0,0,0,0,0,0,0,0,0,107Y
