ID,NAME,ADDR,X,Y,CO_NAME,TO_NAME,MF,STU_CNT,AB_STU_CNT,AB1_STU_CNT,AB2_STU_CNT,AB3_STU_CNT,AB4_STU_CNT,AB5_STU_CNT,AB6_STU_CNT,AB7_STU_CNT,AB8_STU_CNT,AB9_STU_CNT,AB10_STU_CNT,AB11_STU_CNT,AB12_STU_CNT,AB13_STU_CNT,AB14_STU_CNT,AB15_STU_CNT,AB16_STU_CNT,AB17_STU_CNT,INFO_TIME
識別碼,名稱,地址,X坐標,Y坐標,縣市名稱,鄉鎮市區名稱,原住民族部落國小山地別,原住民族部落國小學生總數,原住民族部落國小原住民學生數,原住民族部落國小阿美族學生數,原住民族部落國小泰雅族學生數,原住民族部落國小排灣族學生數,原住民族部落國小布農族學生數,原住民族部落國小卑南族學生數,原住民族部落國小鄒_曹_族學生數,原住民族部落國小魯凱族學生數,原住民族部落國小賽夏族學生數,原住民族部落國小雅美族學生數,原住民族部落國小邵族學生數,原住民族部落國小噶瑪蘭族學生數,原住民族部落國小太魯閣族學生數,原住民族部落國小撒奇萊雅學生數,原住民族部落國小賽德克族學生數,原住民族部落國小拉阿魯哇族學生數,原住民族部落國小卡那卡那富族學生數,原住民族部落國小其他族學生數,資料時間
104730,縣立來吉國小,[605]嘉義縣阿里山鄉來吉村四鄰91號,223346,2603090.009,[10]嘉義縣,阿里山鄉,山,26,26,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,"103Y"
104732,縣立山美國小,[605]嘉義縣阿里山鄉山美村61號,216086,2586760.009,[10]嘉義縣,阿里山鄉,山,40,40,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,"103Y"
104733,縣立新美國小,[605]嘉義縣阿里山鄉新美村四鄰78號,217583,2581730.009,[10]嘉義縣,阿里山鄉,山,23,21,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,"103Y"
104734,縣立阿里山國(中)小,[605]嘉義縣阿里山鄉樂野村一鄰31號,219498,2596230.009,[10]嘉義縣,阿里山鄉,山,66,63,1,0,1,0,0,61,0,0,0,0,0,0,0,0,0,0,0,"103Y"
104735,縣立香林國小,[605]嘉義縣阿里山鄉香林村二鄰41號,230628,2601630.009,[10]嘉義縣,阿里山鄉,山,24,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"103Y"
104737,縣立茶山國小,[605]嘉義縣阿里山鄉茶山村三鄰74號,215888,2577570.009,[10]嘉義縣,阿里山鄉,山,35,25,1,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134737,縣立地磨兒國小,[901]屏東縣三地門鄉三地村行政街9號,214443.0506,2512675.437,[13]屏東縣,三地門鄉,山,152,142,0,0,124,0,0,0,13,0,0,0,0,0,0,0,0,0,5,"103Y"
134740,縣立青山國小,[901]屏東縣三地門鄉青山村民族巷9號,213186.313,2524076.3,[13]屏東縣,三地門鄉,山,63,62,1,0,56,1,0,0,2,0,2,0,0,0,0,0,0,0,0,"103Y"
134741,縣立青葉國小,[901]屏東縣三地門鄉青葉村光復巷1之2號,212978.464,2526420.78,[13]屏東縣,三地門鄉,山,36,36,2,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,"103Y"
134742,縣立口社國小,[901]屏東縣三地門鄉口社村信義巷65號,213531.7122,2518478.148,[13]屏東縣,三地門鄉,山,75,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134744,縣立佳義國小,[903]屏東縣瑪家鄉佳義村泰平巷12號,212052.5177,2505918.178,[13]屏東縣,瑪家鄉,山,139,135,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134746,縣立北葉國小,[903]屏東縣瑪家鄉北葉村風景巷1號,213601,2511730.008,[13]屏東縣,瑪家鄉,山,94,90,0,0,77,0,0,0,12,0,0,0,0,1,0,0,0,0,0,"103Y"
134748,縣立霧臺國小,[902]屏東縣霧臺鄉霧臺村中山巷44號,222391.2204,2516093.585,[13]屏東縣,霧臺鄉,山,91,89,0,1,10,0,0,2,76,0,0,0,0,0,0,0,0,0,0,"103Y"
134751,縣立武潭國小,[921]屏東縣泰武鄉武潭村潭中巷45號,212416.8597,2497650.765,[13]屏東縣,泰武鄉,山,159,155,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134752,縣立泰武國小,[921]屏東縣泰武鄉泰武村阿夫魯岸路1號,215545.0034,2498452.662,[13]屏東縣,泰武鄉,山,87,83,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134753,縣立萬安國小,[921]屏東縣泰武鄉萬安村萬安路1號,212793,2503000.008,[13]屏東縣,泰武鄉,山,60,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134754,縣立來義國小,[922]屏東縣來義鄉丹林村古義路2號,213876,2492050.008,[13]屏東縣,來義鄉,山,85,85,1,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134755,縣立望嘉國小,[922]屏東縣來義鄉望嘉村165號,211168,2484870.008,[13]屏東縣,來義鄉,山,43,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134756,縣立文樂國小,[922]屏東縣來義鄉文樂村新樂路1號,211264,2488190.008,[13]屏東縣,來義鄉,山,47,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134757,縣立南和國小,[922]屏東縣來義鄉南和村51號,213214,2481860.008,[13]屏東縣,來義鄉,山,66,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134758,縣立古樓國小,[922]屏東縣來義鄉古樓村育英路2號,211645,2492060.008,[13]屏東縣,來義鄉,山,40,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134759,縣立春日國小,[942]屏東縣春日鄉春日村春日路314號,211589.4211,2474604.108,[13]屏東縣,春日鄉,山,73,73,1,0,68,0,0,0,0,0,0,0,0,2,0,0,0,0,2,"103Y"
134760,縣立力里國小,[942]屏東縣春日鄉七佳村自強一路92號,211813.5202,2480955.683,[13]屏東縣,春日鄉,山,92,92,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134761,縣立古華國小,[942]屏東縣春日鄉古華村古華路3巷63號,211481.4532,2473580.508,[13]屏東縣,春日鄉,山,79,79,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134762,縣立楓林國小,[943]屏東縣獅子鄉楓林村楓林2巷22-2號,219784,2455690.008,[13]屏東縣,獅子鄉,山,67,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134763,縣立丹路國小,[943]屏東縣獅子鄉丹路村丹路1巷39號,224375.6322,2456093.414,[13]屏東縣,獅子鄉,山,42,42,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"103Y"
134764,縣立內獅國小,[943]屏東縣獅子鄉內獅村1號,213219,2467340.008,[13]屏東縣,獅子鄉,山,89,89,0,2,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134765,縣立草埔國小,[943]屏東縣獅子鄉草埔村1巷5號,229715,2459560.008,[13]屏東縣,獅子鄉,山,38,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134766,縣立石門國小,[945]屏東縣牡丹鄉石門村石門路33號,226532.7709,2447504.302,[13]屏東縣,牡丹鄉,山,77,77,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134768,縣立高士國小,[945]屏東縣牡丹鄉高士村高士路29號,234214.8135,2447379.659,[13]屏東縣,牡丹鄉,山,64,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134769,縣立牡丹國小,[945]屏東縣牡丹鄉牡丹村牡丹路93號,233261.1695,2453123.332,[13]屏東縣,牡丹鄉,山,67,64,9,0,52,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"103Y"
134784,縣立賽嘉國小,[901]屏東縣三地門鄉賽嘉村2號,213007,2515980.008,[13]屏東縣,三地門鄉,山,60,54,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134787,縣立長榮百合國小,[903]屏東縣瑪家鄉三和村三和巷16號,209905,2511360.008,[13]屏東縣,瑪家鄉,山,103,100,0,0,85,0,0,0,15,0,0,0,0,0,0,0,0,0,0,"103Y"
144676,縣立嘉蘭國小,[964]臺東縣金峰鄉嘉蘭村一鄰9號,246077,2499460.008,[14]臺東縣,金峰鄉,山,94,94,3,0,85,0,0,0,5,0,0,0,0,1,0,0,0,0,0,"103Y"
144677,縣立介達國小,[964]臺東縣金峰鄉正興村105號,249586,2500500.008,[14]臺東縣,金峰鄉,山,63,61,6,0,41,3,0,0,11,0,0,0,0,0,0,0,0,0,0,"103Y"
144678,縣立新興國小,[964]臺東縣金峰鄉新興村一鄰1號,250394,2503450.008,[14]臺東縣,金峰鄉,山,63,63,0,0,56,2,0,0,2,0,2,0,0,0,0,0,0,0,1,"103Y"
144679,縣立賓茂國小,[964]臺東縣金峰鄉賓茂村68號,245387,2492480.008,[14]臺東縣,金峰鄉,山,161,153,14,2,126,4,3,0,4,0,0,0,0,0,0,0,0,0,0,"103Y"
144680,縣立安朔國小,[966]臺東縣達仁鄉安朔村八鄰113號,236385,2466110.008,[14]臺東縣,達仁鄉,山,73,68,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144681,縣立土?國小,[966]臺東縣達仁鄉土?村10號,238423,2483780.008,[14]臺東縣,達仁鄉,山,52,52,1,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"103Y"
144683,縣立臺?國小,[966]臺東縣達仁鄉台?村十鄰59號之1,240493,2486420.008,[14]臺東縣,達仁鄉,山,34,34,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"103Y"
144685,縣立蘭嶼國小,[952]臺東縣蘭嶼鄉紅頭村1之1號,307082,2436500.008,[14]臺東縣,蘭嶼鄉,山,45,42,0,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,"103Y"
144686,縣立椰油國小,[952]臺東縣蘭嶼鄉椰油村忠孝街1號,303381,2438640.008,[14]臺東縣,蘭嶼鄉,山,52,51,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,"103Y"
144687,縣立東清國小,[952]臺東縣蘭嶼鄉東清村1號,308296,2439960.008,[14]臺東縣,蘭嶼鄉,山,55,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,"103Y"
144688,縣立朗島國小,[952]臺東縣蘭嶼鄉朗島村17號,304285,2442380.008,[14]臺東縣,蘭嶼鄉,山,38,38,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,"103Y"
144689,縣立桃源國小,[953]臺東縣延平鄉桃源村昇平路84號,258590,2533500.008,[14]臺東縣,延平鄉,山,87,87,2,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,4,"103Y"
144690,縣立武陵國小,[953]臺東縣延平鄉武陵村一鄰明野路16號,261982,2540960.009,[14]臺東縣,延平鄉,山,79,77,4,0,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144692,縣立鸞山國小,[953]臺東縣延平鄉鸞山村一鄰14號,265356,2533000.008,[14]臺東縣,延平鄉,山,29,27,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144693,縣立紅葉國小,[953]臺東縣延平鄉紅葉村紅谷路1號,256536,2532460.008,[14]臺東縣,延平鄉,山,65,63,26,2,1,33,0,1,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144694,縣立海端國小,[957]臺東縣海端鄉海端村山界路36號,268047,2555530.009,[14]臺東縣,海端鄉,山,58,44,8,2,0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
144695,縣立初來國小,[957]臺東縣海端鄉海端村七鄰5號,267362,2557240.009,[14]臺東縣,海端鄉,山,51,51,0,0,0,48,1,0,1,0,0,0,0,0,0,0,0,0,1,"103Y"
144696,縣立崁頂國小,[957]臺東縣海端鄉崁頂村中福21號,265011.3912,2549270.12,[14]臺東縣,海端鄉,山,39,38,0,0,0,35,2,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
144697,縣立廣原國小,[957]臺東縣海端鄉廣原村大埔路一鄰1號,271207,2560860.009,[14]臺東縣,海端鄉,山,54,50,11,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144698,縣立錦屏國小,[957]臺東縣海端鄉廣原村錦屏1號,268040.0096,2558933.773,[14]臺東縣,海端鄉,山,33,32,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,"103Y"
144700,縣立加拿國小,[957]臺東縣海端鄉加拿村加南5號,263389.9254,2544407.243,[14]臺東縣,海端鄉,山,41,40,1,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144702,縣立霧鹿國小,[957]臺東縣海端鄉霧鹿村12號,254255,2562980.009,[14]臺東縣,海端鄉,山,47,47,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154681,縣立秀林國小,[972]花蓮縣秀林鄉秀林村秀林路76號,313491,2668190.01,[15]花蓮縣,秀林鄉,山,58,57,8,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,"103Y"
154682,縣立富世國小,[972]花蓮縣秀林鄉富世村127號,313960,2671540.01,[15]花蓮縣,秀林鄉,山,75,73,5,2,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,"103Y"
154683,縣立崇德國小,[972]花蓮縣秀林鄉崇德村72號,316344,2673050.01,[15]花蓮縣,秀林鄉,山,76,74,3,1,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,"103Y"
154684,縣立和平國小,[972]花蓮縣秀林鄉和平村112號,326019.9999,2689360.01,[15]花蓮縣,秀林鄉,山,120,100,6,3,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,"103Y"
154685,縣立景美國小,[972]花蓮縣秀林鄉景美村加灣112號,311603.6509,2664300.554,[15]花蓮縣,秀林鄉,山,78,78,0,0,0,0,0,0,0,0,0,0,0,77,0,1,0,0,0,"103Y"
154686,縣立三棧國小,[972]花蓮縣秀林鄉景美村三棧102號,311653.7606,2666542.168,[15]花蓮縣,秀林鄉,山,43,42,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,"103Y"
154687,縣立佳民國小,[972]花蓮縣秀林鄉佳民村119號,310942,2661100.009,[15]花蓮縣,秀林鄉,山,69,66,5,3,0,1,0,0,0,0,0,0,0,57,0,0,0,0,0,"103Y"
154688,縣立銅門國小,[972]花蓮縣秀林鄉銅門村69號,300210,2651230.009,[15]花蓮縣,秀林鄉,山,81,81,2,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,"103Y"
154689,縣立水源國小,[972]花蓮縣秀林鄉水源村111號,306636,2655570.009,[15]花蓮縣,秀林鄉,山,92,92,3,7,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,"103Y"
154690,縣立銅蘭國小,[972]花蓮縣秀林鄉文蘭村70號,301607,2649530.009,[15]花蓮縣,秀林鄉,山,72,67,1,2,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,"103Y"
154691,縣立文蘭國小,[972]花蓮縣秀林鄉文蘭村米亞丸1號,301051.1115,2646486.166,[15]花蓮縣,秀林鄉,山,60,53,20,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,"103Y"
154692,縣立萬榮國小,[979]花蓮縣萬榮鄉萬榮村2鄰31號,291908,2623580.009,[15]花蓮縣,萬榮鄉,山,56,55,0,0,0,0,0,0,0,0,0,0,0,54,0,1,0,0,0,"103Y"
154693,縣立明利國小,[979]花蓮縣萬榮鄉明利村35號,292115,2622470.009,[15]花蓮縣,萬榮鄉,山,51,51,1,0,3,0,0,0,0,0,0,0,0,47,0,0,0,0,0,"103Y"
154694,縣立見晴國小,[979]花蓮縣萬榮鄉見晴村89號,296053,2631140.009,[15]花蓮縣,萬榮鄉,山,41,41,1,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,1,"103Y"
154695,縣立馬遠國小,[979]花蓮縣萬榮鄉馬遠村39號,286926,2608200.009,[15]花蓮縣,萬榮鄉,山,26,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154696,縣立西林國小,[979]花蓮縣萬榮鄉西林村8鄰114號,294934,2634210.009,[15]花蓮縣,萬榮鄉,山,86,84,4,0,0,0,1,0,0,0,0,0,0,79,0,0,0,0,0,"103Y"
154697,縣立紅葉國小,[979]花蓮縣萬榮鄉紅葉村1鄰4號,256536,2532460.008,[15]花蓮縣,萬榮鄉,山,60,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,"103Y"
154698,縣立卓溪國小,[982]花蓮縣卓溪鄉卓溪村中正路72號,280998,2582570.009,[15]花蓮縣,卓溪鄉,山,49,48,3,0,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,"103Y"
154699,縣立崙山國小,[982]花蓮縣卓溪鄉崙山村1鄰12號,285213,2592900.009,[15]花蓮縣,卓溪鄉,山,35,35,0,0,0,22,0,0,0,0,0,0,0,3,0,10,0,0,0,"103Y"
154700,縣立立山國小,[982]花蓮縣卓溪鄉立山村9鄰90號,282772,2591990.009,[15]花蓮縣,卓溪鄉,山,54,54,0,4,1,3,0,0,0,0,0,0,0,21,0,25,0,0,0,"103Y"
154701,縣立太平國小,[982]花蓮縣卓溪鄉太平村1鄰2號,282726,2589240.009,[15]花蓮縣,卓溪鄉,山,57,57,1,0,0,53,0,0,0,0,0,0,0,0,0,2,0,0,1,"103Y"
154702,縣立卓清國小,[982]花蓮縣卓溪鄉卓清村清水6號,277910.5808,2575127.998,[15]花蓮縣,卓溪鄉,山,18,18,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154703,縣立卓樂國小,[982]花蓮縣卓溪鄉卓清村卓樂86號,277352.6262,2577076.672,[15]花蓮縣,卓溪鄉,山,52,52,0,0,1,48,0,0,0,0,0,0,0,3,0,0,0,0,0,"103Y"
154704,縣立古風國小,[982]花蓮縣卓溪鄉古風村崙天18號,277077.8207,2568586.004,[15]花蓮縣,卓溪鄉,山,38,38,0,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154706,縣立卓楓國小,[982]花蓮縣卓溪鄉古風村十二鄰古楓6號,277832.5845,2571303.13,[15]花蓮縣,卓溪鄉,山,22,22,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154710,縣立西寶國小,[972]花蓮縣秀林鄉富世村西寶11號,299021.1019,2678006.093,[15]花蓮縣,秀林鄉,山,42,24,5,3,1,3,0,0,0,0,0,0,0,12,0,0,0,0,0,"103Y"
44601,縣立關西國小,[306]新竹縣關西鎮西安里中山路126號,267680.63,2742753.07,[04]新竹縣,關西鎮,平,695,11,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
44602,縣立東安國小,[306]新竹縣關西鎮東安里中山東路40號,268576,2742510.01,[04]新竹縣,關西鎮,平,345,9,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,"103Y"
44604,縣立坪林國小,[306]新竹縣關西鎮上林里坪林11號,264199,2743700.01,[04]新竹縣,關西鎮,平,48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
44607,縣立東光國小,[306]新竹縣關西鎮東光里190號,267789,2741030.01,[04]新竹縣,關西鎮,平,74,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"103Y"
44608,縣立錦山國小,[306]新竹縣關西鎮金山里107號,272777,2740180.01,[04]新竹縣,關西鎮,平,78,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
44609,縣立玉山國小,[306]新竹縣關西鎮玉山里四鄰25號,271105,2738940.01,[04]新竹縣,關西鎮,平,56,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
54668,縣立南庄國小,[353]苗栗縣南庄鄉東村文化路3號,249974,2721530.01,[05]苗栗縣,南庄鄉,平,196,75,0,32,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,"103Y"
54669,縣立田美國小,[353]苗栗縣南庄鄉田美村九鄰191號,250811,2724700.01,[05]苗栗縣,南庄鄉,平,79,5,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"103Y"
54670,縣立南埔國小,[353]苗栗縣南庄鄉南富村134號,247271,2725330.01,[05]苗栗縣,南庄鄉,平,93,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
54671,縣立東河國小,[353]苗栗縣南庄鄉東河村三鄰132號,254080,2721520.01,[05]苗栗縣,南庄鄉,平,59,51,0,13,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,"103Y"
54672,縣立蓬萊國小,[353]苗栗縣南庄鄉蓬萊村19鄰118號,247029,2715160.01,[05]苗栗縣,南庄鄉,平,66,49,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,"103Y"
54698,縣立獅潭國小,[354]苗栗縣獅潭鄉新店村129號,241972,2714850.01,[05]苗栗縣,獅潭鄉,平,69,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
54700,縣立永興國小,[354]苗栗縣獅潭鄉永興村6鄰55-1號,243927,2718800.01,[05]苗栗縣,獅潭鄉,平,25,9,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,"103Y"
84687,縣立魚池國小,[555]南投縣魚池鄉魚池村瓊文巷41號,243616.91,2643833.81,[08]南投縣,魚池鄉,平,230,9,2,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,"103Y"
84688,縣立頭社國小,[555]南投縣魚池鄉頭社村平和巷105號,240084.66,2637009.96,[08]南投縣,魚池鄉,平,33,5,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,"103Y"
84689,縣立東光國小,[555]南投縣魚池鄉東光村慶隆巷36號,246608.74,2642893.06,[08]南投縣,魚池鄉,平,75,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
84693,縣立新城國小,[555]南投縣魚池鄉新城村通文巷7之1號,242287.46,2644414.63,[08]南投縣,魚池鄉,平,132,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
84694,縣立德化國小,[555]南投縣魚池鄉日月村中正路211巷1號,243426.93,2638250.41,[08]南投縣,魚池鄉,平,29,8,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,"103Y"
84695,縣立共和國小,[555]南投縣魚池鄉共和村五馬巷57之1號,246565.18,2646076.77,[08]南投縣,魚池鄉,平,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134729,縣立滿州國小,[947]屏東縣滿州鄉滿州村中山路39號,233286.0596,2435822.616,[13]屏東縣,滿州鄉,平,98,33,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134730,縣立長樂國小,[947]屏東縣滿州鄉長樂村大公路35號,232317.052,2441929.389,[13]屏東縣,滿州鄉,平,87,62,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
134731,縣立永港國小,[947]屏東縣滿州鄉永靖村新庄路25號,231144.6161,2434197.102,[13]屏東縣,滿州鄉,平,97,33,2,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
140601,國立臺東大學附小,[950]臺東縣臺東市博愛路345號,265121.7026,2517195.526,[14]臺東縣,臺東市,平,1045,95,41,0,34,5,10,0,4,0,0,0,0,1,0,0,0,0,0,"103Y"
141601,私立均一國(中)小,[950]臺東縣臺東市中興路2段366巷36號,262915.6,2518741.3,[14]臺東縣,臺東市,平,72,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144601,縣立仁愛國小,[950]臺東縣臺東市四維路一段400號,266313.8292,2517423.21,[14]臺東縣,臺東市,平,413,100,63,0,18,3,11,0,3,0,2,0,0,0,0,0,0,0,0,"103Y"
144602,縣立復興國小,[950]臺東縣臺東市鐵花路87巷55號,265554.2639,2516290.28,[14]臺東縣,臺東市,平,122,30,16,2,4,2,4,0,2,0,0,0,0,0,0,0,0,0,0,"103Y"
144603,縣立光明國小,[950]臺東縣臺東市中興路二段150巷29弄1號,263273.3107,2518675.71,[14]臺東縣,臺東市,平,183,45,24,0,10,5,4,0,0,0,0,0,0,1,0,1,0,0,0,"103Y"
144604,縣立寶桑國小,[950]臺東縣臺東市四維路二段23號,265523.1445,2517956.959,[14]臺東縣,臺東市,平,239,99,53,2,21,6,14,0,2,0,0,0,0,1,0,0,0,0,0,"103Y"
144605,縣立新生國小,[950]臺東縣臺東市更生路474巷45號,264630,2518170.008,[14]臺東縣,臺東市,平,701,227,141,0,45,12,18,0,7,0,4,0,0,0,0,0,0,0,0,"103Y"
144606,縣立豐里國小,[950]臺東縣臺東市中華路三段80號,262541.9607,2515176.86,[14]臺東縣,臺東市,平,145,66,58,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144607,縣立豐榮國小,[950]臺東縣臺東市中華路二段154巷150號,264049.6609,2516315.36,[14]臺東縣,臺東市,平,516,203,128,1,45,8,14,0,1,2,2,0,0,2,0,0,0,0,0,"103Y"
144608,縣立馬蘭國小,[950]臺東縣臺東市馬蘭里新社三街6號,263908.7699,2518328.05,[14]臺東縣,臺東市,平,678,110,58,1,25,6,18,0,2,0,0,0,0,0,0,0,0,0,0,"103Y"
144609,縣立豐源國小,[950]臺東縣臺東市中華路四段392號,261126.5607,2514404.21,[14]臺東縣,臺東市,平,90,24,19,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144610,縣立康樂國小,[950]臺東縣臺東市山西路一段256號,262226.261,2517225.51,[14]臺東縣,臺東市,平,299,122,72,5,19,5,10,0,5,0,6,0,0,0,0,0,0,0,0,"103Y"
144611,縣立豐年國小,[950]臺東縣臺東市中興路三段320號,261441.7106,2519016.46,[14]臺東縣,臺東市,平,88,59,44,2,5,4,1,0,0,0,0,0,0,3,0,0,0,0,0,"103Y"
144612,縣立卑南國小,[950]臺東縣臺東市卑南里更生北路317號,262242.111,2520131.76,[14]臺東縣,臺東市,平,275,114,64,2,3,13,29,0,0,0,3,0,0,0,0,0,0,0,0,"103Y"
144613,縣立岩灣國小,[950]臺東縣臺東市岩灣路50巷401弄11號,262821.2019,2522797.003,[14]臺東縣,臺東市,平,62,29,17,1,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,"103Y"
144614,縣立南王國小,[950]臺東縣臺東市南王里更生北路726號,261738.6634,2520918.891,[14]臺東縣,臺東市,平,81,66,13,0,2,0,51,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144615,縣立知本國小,[950]臺東縣臺東市知本路三段107號,255598.2607,2511696.01,[14]臺東縣,臺東市,平,261,110,34,4,12,4,55,0,1,0,0,0,0,0,0,0,0,0,0,"103Y"
144616,縣立建和國小,[950]臺東縣臺東市青海路三段640號,255050.7105,2512917.86,[14]臺東縣,臺東市,平,100,55,11,0,5,1,38,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144617,縣立豐田國小,[950]臺東縣臺東市中興路四段750號,258868.2608,2519353.06,[14]臺東縣,臺東市,平,229,74,37,1,6,5,18,0,4,1,0,0,0,2,0,0,0,0,0,"103Y"
144618,縣立富岡國小,[950]臺東縣臺東市松江路一段441號,269905.8606,2521727.21,[14]臺東縣,臺東市,平,75,45,38,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
