ID,NAME,ADDR,X,Y,,CO_NAME,,TO_NAME,,MF,STU_CNT,AB_STU_CNT,,AB1_STU_CNT,AB2_STU_CNT,AB3_STU_CNT,AB4_STU_CNT,AB5_STU_CNT,AB6_STU_CNT,AB7_STU_CNT,AB8_STU_CNT,AB9_STU_CNT,AB10_STU_CNT,AB11_STU_CNT,AB12_STU_CNT,AB13_STU_CNT,AB14_STU_CNT,AB15_STU_CNT,AB16_STU_CNT,AB17_STU_CNT,INFO_TIME
識別碼,名稱,地址,X坐標,Y坐標,TW97經緯度,縣市名稱,縣市統計,鄉鎮市區名稱,鄉鎮,原住民族部落國小山地別,原住民族部落國小學生總數,原住民族部落國小原住民學生數,原住民族學生比例,原住民族部落國小阿美族學生數,原住民族部落國小泰雅族學生數,原住民族部落國小排灣族學生數,原住民族部落國小布農族學生數,原住民族部落國小卑南族學生數,原住民族部落國小鄒_曹_族學生數,原住民族部落國小魯凱族學生數,原住民族部落國小賽夏族學生數,原住民族部落國小雅美族學生數,原住民族部落國小邵族學生數,原住民族部落國小噶瑪蘭族學生數,原住民族部落國小太魯閣族學生數,原住民族部落國小撒奇萊雅學生數,原住民族部落國小賽德克族學生數,原住民族部落國小拉阿魯哇族學生數,原住民族部落國小卡那卡那富族學生數,原住民族部落國小其他族學生數,資料時間
144642,縣立鹿野國小,[955]臺東縣鹿野鄉鹿野村中華路一段402號,264054.926,2534256.488,"22.909392,121.137013",[14]臺東縣,86,鹿野鄉,5,平,45,20,44.44%,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144643,縣立龍田國小,[955]臺東縣鹿野鄉龍田村光榮路236號,262746.272,2533683.965,"22.904233,121.124251",[14]臺東縣,86,鹿野鄉,5,平,39,10,25.64%,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144644,縣立永安國小,[955]臺東縣鹿野鄉永安村鹿寮路31號,263163.839,2536938.416,"22.93362,121.12835",[14]臺東縣,86,鹿野鄉,5,平,59,23,38.98%,16,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,110Y
144645,縣立瑞豐國小,[955]臺東縣鹿野鄉瑞豐村中山路67號,264039.637,2541971.572,"22.979066,121.136934",[14]臺東縣,86,鹿野鄉,5,平,35,13,37.14%,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144646,縣立瑞源國小,[955]臺東縣鹿野鄉瑞源村文化路67號,265940.074,2539623.565,"22.957844,121.155446",[14]臺東縣,86,鹿野鄉,5,平,69,34,49.28%,30,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144647,縣立關山國小,[956]臺東縣關山鎮中華路101號,266879.317,2549897.569,"23.050617,121.164718",[14]臺東縣,86,關山鎮,4,平,315,137,43.49%,61,5,4,60,0,0,1,4,0,0,0,2,0,0,0,0,0,110Y
144648,縣立月眉國小,[956]臺東縣關山鎮月眉里盛豐路二鄰1號,265220,2545330.009,"23.009385,121.14848",[14]臺東縣,86,關山鎮,4,平,10,3,30.00%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144649,縣立德高國小,[956]臺東縣關山鎮德高里7鄰永豐16號,268234.897,2552482.067,"23.073942,121.177977",[14]臺東縣,86,關山鎮,4,平,28,22,78.57%,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144650,縣立電光國小,[956]臺東縣關山鎮電光里中興路93號,267770,2544970.009,"23.006108,121.173353",[14]臺東縣,86,關山鎮,4,平,24,13,54.17%,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144651,縣立福原國小,[958]臺東縣池上鄉福原村中華路17號,272057.453,2558148.779,"23.125069,121.215367",[14]臺東縣,86,池上鄉,3,平,176,56,31.82%,42,0,1,9,0,0,0,0,0,0,0,4,0,0,0,0,0,110Y
144652,縣立大坡國小,[958]臺東縣池上鄉慶豐村八鄰87號,273635.195,2558203.929,"23.125545,121.230773",[14]臺東縣,86,池上鄉,3,平,38,13,34.21%,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144653,縣立萬安國小,[958]臺東縣池上鄉萬安村一鄰5之2號,272409,2554850.009,"23.095275,121.218752",[14]臺東縣,86,池上鄉,3,平,51,21,41.18%,17,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144655,縣立東河國小,[959]臺東縣東河鄉東河村十六鄰35號,279975.455,2539490.793,"22.956452,121.292314",[14]臺東縣,86,東河鄉,5,平,44,23,52.27%,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110Y
144656,縣立都蘭國小,[959]臺東縣東河鄉都蘭村431號,273284.196,2530786.712,"22.877955,121.226932",[14]臺東縣,86,東河鄉,5,平,65,38,58.46%,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144659,縣立泰源國小,[959]臺東縣東河鄉泰源村11鄰297號,279220.643,2544135.931,"22.998414,121.285041",[14]臺東縣,86,東河鄉,5,平,64,47,73.44%,44,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144660,縣立北源國小,[959]臺東縣東河鄉北源村順那21號,279997.239,2548712.653,"23.039731,121.292706",[14]臺東縣,86,東河鄉,5,平,22,11,50.00%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144662,縣立三民國小,[961]臺東縣成功鎮三民路18號,288032.67,2555608.552,"23.10184,121.371283",[14]臺東縣,86,成功鎮,5,平,101,80,79.21%,76,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,110Y
144663,縣立成功國小,[961]臺東縣成功鎮太平路28號,289194.248,2555652.832,"23.102212,121.382624",[14]臺東縣,86,成功鎮,5,平,258,94,36.43%,83,0,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,110Y
144664,縣立信義國小,[961]臺東縣成功鎮信義里都歷路58號,283911.528,2547295.736,"23.02686,121.330869",[14]臺東縣,86,成功鎮,5,平,45,36,80.00%,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144665,縣立三仙國小,[961]臺東縣成功鎮三仙里基翬路八鄰16號,290329,2557660.009,"23.120311,121.393754",[14]臺東縣,86,成功鎮,5,平,36,34,94.44%,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144667,縣立忠孝國小,[961]臺東縣成功鎮忠孝里成廣路8號,290909.639,2561711.097,"23.156879,121.399532",[14]臺東縣,86,成功鎮,5,平,31,27,87.10%,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144669,縣立長濱國小,[962]臺東縣長濱鄉長濱村五鄰11號,295326.476,2578254.625,"23.306155,121.443159",[14]臺東縣,86,長濱鄉,5,平,78,51,65.38%,48,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,110Y
144671,縣立寧埔國小,[962]臺東縣長濱鄉寧埔村十鄰41號,292535.253,2569162.037,"23.224122,121.415615",[14]臺東縣,86,長濱鄉,5,平,29,24,82.76%,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144672,縣立竹湖國小,[962]臺東縣長濱鄉竹湖村十鄰14號,293838.636,2575984.286,"23.285694,121.428547",[14]臺東縣,86,長濱鄉,5,平,27,16,59.26%,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144673,縣立三間國小,[962]臺東縣長濱鄉三間村七鄰16號,297218.995,2582159.392,"23.341362,121.461784",[14]臺東縣,86,長濱鄉,5,平,28,19,67.86%,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144674,縣立樟原國小,[962]臺東縣長濱鄉樟原村一鄰7號,298269.658,2590386.376,"23.415621,121.472322",[14]臺東縣,86,長濱鄉,5,平,15,13,86.67%,5,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,110Y
144676,縣立嘉蘭國小,[964]臺東縣金峰鄉嘉蘭村3鄰132號,246029.22,2499451.45,"22.595122,120.96138",[14]臺東縣,86,金峰鄉,4,山,74,73,98.65%,6,0,56,0,0,0,11,0,0,0,0,0,0,0,0,0,0,110Y
144677,縣立介達國小,[964]臺東縣金峰鄉正興村105號,249656.209,2500490.773,"22.604513,120.996656",[14]臺東縣,86,金峰鄉,4,山,39,39,100.00%,1,0,30,0,0,0,8,0,0,0,0,0,0,0,0,0,0,110Y
144678,縣立新興國小,[964]臺東縣金峰鄉新興村一鄰1號,250317.72,2503496.371,"22.631657,121.003091",[14]臺東縣,86,金峰鄉,4,山,64,61,95.31%,5,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144679,縣立賓茂國小,[964]臺東縣金峰鄉賓茂村68號,245456.57,2492506.997,"22.532404,120.95583",[14]臺東縣,86,金峰鄉,4,山,119,115,96.64%,8,0,96,3,5,0,3,0,0,0,0,0,0,0,0,0,0,110Y
144680,縣立安朔國小,[966]臺東縣達仁鄉安朔村8鄰113號,236427.451,2466147.439,"22.294293,120.868276",[14]臺東縣,86,達仁鄉,3,山,41,39,95.12%,2,0,35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,110Y
144681,縣立土?vusam實小,[966]臺東縣達仁鄉土?村10號,238423,2483780.008,"22.453554,120.887515",[14]臺東縣,86,達仁鄉,3,山,26,26,100.00%,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144683,縣立臺?國小,[966]臺東縣達仁鄉台?村10鄰59-1號,240468.97,2486442.71,"22.477615,120.907378",[14]臺東縣,86,達仁鄉,3,山,24,24,100.00%,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144685,縣立蘭嶼國小,[952]臺東縣蘭嶼鄉紅頭村1之1號,306171.487,2436640.557,"22.026946,121.544121",[14]臺東縣,86,蘭嶼鄉,4,山,29,29,100.00%,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,110Y
144686,縣立椰油國小,[952]臺東縣蘭嶼鄉椰油村忠孝街1號,303381,2438640.008,"22.045091,121.517157",[14]臺東縣,86,蘭嶼鄉,4,山,69,66,95.65%,3,0,0,0,1,0,0,0,62,0,0,0,0,0,0,0,0,110Y
144687,縣立東清國小,[952]臺東縣蘭嶼鄉東清村1號,308283.249,2439959.393,"22.05685,121.564695",[14]臺東縣,86,蘭嶼鄉,4,山,43,42,97.67%,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,110Y
144688,縣立朗島國小,[952]臺東縣蘭嶼鄉朗島村17號,304530.924,2442467.415,"22.079623,121.528425",[14]臺東縣,86,蘭嶼鄉,4,山,28,28,100.00%,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,110Y
144689,縣立桃源國小,[953]臺東縣延平鄉桃源村昇平路84號,258585.304,2533529.407,"22.902863,121.083689",[14]臺東縣,86,延平鄉,4,山,74,72,97.30%,2,2,1,63,0,0,2,0,0,0,0,1,0,1,0,0,0,110Y
144690,縣立武陵國小,[953]臺東縣延平鄉武陵村一鄰明野路16號,261929.106,2540951.814,"22.969873,121.116342",[14]臺東縣,86,延平鄉,4,山,61,61,100.00%,3,0,1,55,0,0,0,0,0,0,0,2,0,0,0,0,0,110Y
144692,縣立鸞山國小,[953]臺東縣延平鄉鸞山村一鄰14號,265356,2533000.008,"22.898034,121.149684",[14]臺東縣,86,延平鄉,4,山,29,29,100.00%,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144693,縣立紅葉國小,[953]臺東縣延平鄉紅葉村紅谷路1號,256530.408,2532491.057,"22.893495,121.063654",[14]臺東縣,86,延平鄉,4,山,57,54,94.74%,22,2,2,19,7,0,0,1,1,0,0,0,0,0,0,0,0,110Y
144694,縣立海端國小,[957]臺東縣海端鄉海端村山界路36號,268047,2555530.009,"23.101469,121.176179",[14]臺東縣,86,海端鄉,7,山,30,22,73.33%,3,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,110Y
144695,縣立初來國小,[957]臺東縣海端鄉海端村七鄰5號,267398.311,2557261.728,"23.117114,121.169866",[14]臺東縣,86,海端鄉,7,山,52,50,96.15%,1,0,3,44,2,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144696,縣立崁頂國小,[957]臺東縣海端鄉崁頂村中福21號,265011.388,2549270.117,"23.044968,121.146483",[14]臺東縣,86,海端鄉,7,山,33,31,93.94%,3,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144697,縣立廣原國小,[957]臺東縣海端鄉廣原村大埔路一鄰1號,271207,2560860.009,"23.149564,121.207101",[14]臺東縣,86,海端鄉,7,山,46,42,91.30%,4,0,1,36,0,0,0,0,0,0,0,1,0,0,0,0,0,110Y
144698,縣立錦屏國小,[957]臺東縣海端鄉廣原村錦屏1號,268040.005,2558933.77,"23.132207,121.176151",[14]臺東縣,86,海端鄉,7,山,38,36,94.74%,2,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144700,縣立加拿國小,[957]臺東縣海端鄉加拿村加南5號,263389.925,2544407.247,"23.001067,121.130619",[14]臺東縣,86,海端鄉,7,山,29,29,100.00%,1,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
144701,縣立東海國小,[950]臺東縣臺東市長沙街329號,264407.009,2516891.561,"22.752569,121.140285",[14]臺東縣,86,臺東市,21,平,676,95,14.05%,43,1,26,12,10,0,0,0,2,0,0,1,0,0,0,0,0,110Y
144702,縣立霧鹿國小,[957]臺東縣海端鄉霧鹿村12號,254255.943,2563033.265,"23.16932,121.041568",[14]臺東縣,86,海端鄉,7,山,40,36,90.00%,0,0,1,34,0,0,0,1,0,0,0,0,0,0,0,0,0,110Y
144703,縣立興隆國小,[959]臺東縣東河鄉興昌村155號,275487,2532700.008,"22.895201,121.248432",[14]臺東縣,86,東河鄉,5,平,40,15,37.50%,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,110Y
150601,國立東華大學附設實小,[970]花蓮縣花蓮市永安街100號,313346.441,2654168.374,"23.991018,121.622569",[15]花蓮縣,103,花蓮市,15,平,820,84,10.24%,47,2,4,6,0,0,0,1,0,0,0,18,2,4,0,0,0,110Y
151602,私立海星國小,[970]花蓮縣花蓮市永興路21號,313572.507,2654295.465,"23.992157,121.624797",[15]花蓮縣,103,花蓮市,15,平,523,54,10.33%,25,2,2,7,0,0,2,0,0,0,0,15,1,0,0,0,0,110Y
154601,縣立明禮國小,[970]花蓮縣花蓮市明禮路6號,312129.472,2652945.465,"23.980025,121.610557",[15]花蓮縣,103,花蓮市,15,平,201,52,25.87%,35,2,0,1,1,0,0,0,0,0,3,10,0,0,0,0,0,110Y
154602,縣立明義國小,[970]花蓮縣花蓮市明義街107號,311350.648,2652825.71,"23.978974,121.602899",[15]花蓮縣,103,花蓮市,15,平,1344,159,11.83%,101,3,4,3,6,0,0,0,0,0,0,39,3,0,0,0,0,110Y
154603,縣立明廉國小,[970]花蓮縣花蓮市中山路903號,310510.667,2654597.873,"23.995007,121.594718",[15]花蓮縣,103,花蓮市,15,平,461,153,33.19%,90,14,2,12,2,0,0,1,1,0,5,22,3,1,0,0,0,110Y
154604,縣立明恥國小,[970]花蓮縣花蓮市中興路41號,314204.087,2654262.057,"23.99183,121.631002",[15]花蓮縣,103,花蓮市,15,平,242,109,45.04%,64,4,1,20,2,0,0,0,0,0,0,15,0,3,0,0,0,110Y
154605,縣立中正國小,[970]花蓮縣花蓮市中正路210號,311029.635,2652017.583,"23.971689,121.599711",[15]花蓮縣,103,花蓮市,15,平,982,125,12.73%,96,1,1,5,0,0,0,0,0,0,2,20,0,0,0,0,0,110Y
154606,縣立信義國小,[970]花蓮縣花蓮市主計里信義街1號,311693,2651960.009,"23.971144,121.606227",[15]花蓮縣,103,花蓮市,15,平,68,25,36.76%,15,4,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,110Y
154607,縣立復興國小,[970]花蓮縣花蓮市府前路682號,313006.336,2655905.063,"24.006713,121.619302",[15]花蓮縣,103,花蓮市,15,平,103,59,57.28%,29,3,1,1,1,0,2,0,0,0,0,21,0,1,0,0,0,110Y
154608,縣立中華國小,[970]花蓮縣花蓮市國盛二街22號,311766.258,2654266.179,"23.991964,121.607044",[15]花蓮縣,103,花蓮市,15,平,294,98,33.33%,57,4,1,7,0,0,0,0,0,0,1,28,0,0,0,0,0,110Y
154610,縣立忠孝國小,[970]花蓮縣花蓮市中華路298號,310918.692,2652455.626,"23.975649,121.598639",[15]花蓮縣,103,花蓮市,15,平,459,121,26.36%,85,4,0,4,5,0,0,0,0,0,0,22,0,1,0,0,0,110Y
154611,縣立北濱國小,[970]花蓮縣花蓮市北濱街113號,312708.12,2652711.915,"23.977893,121.616234",[15]花蓮縣,103,花蓮市,15,平,122,28,22.95%,17,0,1,3,1,0,0,0,0,0,1,4,1,0,0,0,0,110Y
154612,縣立鑄強國小,[970]花蓮縣花蓮市永興路20號,313647.491,2654368.716,"23.992815,121.625537",[15]花蓮縣,103,花蓮市,15,平,509,197,38.70%,105,7,10,19,4,1,0,7,0,0,2,39,3,0,0,0,0,110Y
154613,縣立國福國小,[970]花蓮縣花蓮市福光街277巷1號,309037.095,2656151.565,"24.009091,121.580299",[15]花蓮縣,103,花蓮市,15,平,32,22,68.75%,16,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,110Y
154614,縣立新城國小,[971]花蓮縣新城鄉新城村博愛路30號,316217.868,2669345.603,"24.127935,121.65148",[15]花蓮縣,103,新城鄉,4,平,230,184,80.00%,17,19,0,3,0,0,0,2,0,0,3,140,0,0,0,0,0,110Y
154615,縣立北埔國小,[971]花蓮縣新城鄉北埔路170號,311579,2658710.009,"24.032095,121.605392",[15]花蓮縣,103,新城鄉,4,平,431,271,62.88%,152,7,1,15,1,0,0,0,0,0,0,90,5,0,0,0,0,110Y
154616,縣立康樂國小,[971]花蓮縣新城鄉康樂村康樂一街38號,311811.936,2660971.372,"24.052503,121.607778",[15]花蓮縣,103,新城鄉,4,平,83,50,60.24%,24,2,0,1,1,0,0,1,0,0,0,21,0,0,0,0,0,110Y
154617,縣立嘉里國小,[971]花蓮縣新城鄉嘉里村嘉里三街28號,311973,2656780.009,"24.014653,121.609183",[15]花蓮縣,103,新城鄉,4,平,83,45,54.22%,19,2,0,3,0,0,0,0,0,0,2,17,0,2,0,0,0,110Y
154618,縣立吉安國小,[973]花蓮縣吉安鄉吉安路二段97號,307273.612,2652193.274,"23.973416,121.56281",[15]花蓮縣,103,吉安鄉,8,平,273,114,41.76%,49,6,4,12,1,0,0,1,0,0,2,38,0,1,0,0,0,110Y
154619,縣立宜昌國小,[973]花蓮縣吉安鄉宜昌一街45號,309585.198,2651943.701,"23.971077,121.585515",[15]花蓮縣,103,吉安鄉,8,平,812,281,34.61%,210,12,7,6,1,0,1,0,0,0,6,36,0,0,2,0,0,110Y
154620,縣立北昌國小,[973]花蓮縣吉安鄉北昌村自強路533號,310246.41,2653721.37,"23.987103,121.592085",[15]花蓮縣,103,吉安鄉,8,平,816,106,12.99%,77,3,0,4,0,0,0,0,0,0,0,21,1,0,0,0,0,110Y
154621,縣立稻香國小,[973]花蓮縣吉安鄉稻香村稻香路99號,307923.421,2651067.942,"23.963231,121.569151",[15]花蓮縣,103,吉安鄉,8,平,272,59,21.69%,39,0,1,5,2,0,0,0,0,0,0,12,0,0,0,0,0,110Y
154622,縣立光華國小,[973]花蓮縣吉安鄉光華村光華二街180號,308952.997,2647994.299,"23.935441,121.579143",[15]花蓮縣,103,吉安鄉,8,平,70,42,60.00%,29,1,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,110Y
154623,縣立南華國小,[973]花蓮縣吉安鄉干城村吉安路6段60號,305724.968,2649417.773,"23.94841,121.547487",[15]花蓮縣,103,吉安鄉,8,平,68,39,57.35%,18,5,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,110Y
154624,縣立化仁國小,[973]花蓮縣吉安鄉東里十一街83號,310646.844,2651026.25,"23.962753,121.595908",[15]花蓮縣,103,吉安鄉,8,平,221,150,67.87%,119,5,3,5,0,0,0,0,0,0,2,16,0,0,0,0,0,110Y
154625,縣立太昌國小,[973]花蓮縣吉安鄉太昌村明義五街1號,307499.138,2654604.794,"23.995181,121.565122",[15]花蓮縣,103,吉安鄉,8,平,299,131,43.81%,82,3,1,2,1,0,1,0,0,0,1,39,0,1,0,0,0,110Y
154626,縣立壽豐國小,[974]花蓮縣壽豐鄉壽豐村壽山路37號,301731.818,2640759.589,"23.870367,121.507951",[15]花蓮縣,103,壽豐鄉,8,平,118,60,50.85%,47,1,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,110Y
154627,縣立豐山國小,[974]花蓮縣壽豐鄉豐山村中山路41號,300093.749,2638101.739,"23.846421,121.491777",[15]花蓮縣,103,壽豐鄉,8,平,88,23,26.14%,15,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,110Y
154628,縣立豐裡國小,[974]花蓮縣壽豐鄉豐裡村中山路299號,301730.021,2637570.066,"23.841568,121.507821",[15]花蓮縣,103,壽豐鄉,8,平,77,34,44.16%,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,110Y
154629,縣立志學國小,[974]花蓮縣壽豐鄉志學村中正路120巷10號,304151.52,2644601.555,"23.904977,121.531851",[15]花蓮縣,103,壽豐鄉,8,平,133,43,32.33%,28,1,1,5,0,0,0,0,0,0,0,7,0,0,1,0,0,110Y
154630,縣立平和國小,[974]花蓮縣壽豐鄉平和路34號,302889.103,2642280.377,"23.884061,121.519368",[15]花蓮縣,103,壽豐鄉,8,平,49,15,30.61%,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,110Y
154631,縣立溪口國小,[974]花蓮縣壽豐鄉溪口村溪口路87號,298245.934,2635119.893,"23.819553,121.473539",[15]花蓮縣,103,壽豐鄉,8,平,20,15,75.00%,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154632,縣立月眉國小,[974]花蓮縣壽豐鄉月眉村月眉三段24號,306683,2640560.009,"23.868397,121.556557",[15]花蓮縣,103,壽豐鄉,8,平,28,21,75.00%,17,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,110Y
154633,縣立水璉國小,[974]花蓮縣壽豐鄉水璉村水璉二街20號,307438.825,2631100.468,"23.782957,121.563609",[15]花蓮縣,103,壽豐鄉,8,平,28,22,78.57%,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110Y
154634,縣立鳳林國小,[975]花蓮縣鳳林鎮中正路二段1號,295586.922,2626626.947,"23.742943,121.447179",[15]花蓮縣,103,鳳林鎮,6,平,161,62,38.51%,35,5,0,7,3,0,0,0,0,0,0,12,0,0,0,0,0,110Y
154636,縣立大榮國小,[975]花蓮縣鳳林鎮大榮里復興路85號,297742.997,2627879.953,"23.754195,121.468369",[15]花蓮縣,103,鳳林鎮,6,平,44,21,47.73%,15,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,110Y
154637,縣立鳳仁國小,[975]花蓮縣鳳林鎮鳳仁里光復路94號,296057.799,2627545.529,"23.751224,121.451826",[15]花蓮縣,103,鳳林鎮,6,平,59,14,23.73%,5,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,110Y
154638,縣立北林國小,[975]花蓮縣鳳林鎮北林里平園路32號,297726.143,2629803.379,"23.771563,121.468265",[15]花蓮縣,103,鳳林鎮,6,平,22,9,40.91%,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,110Y
154640,縣立長橋國小,[975]花蓮縣鳳林鎮長橋里長橋路2號,292837.749,2622909.632,"23.709453,121.420104",[15]花蓮縣,103,鳳林鎮,6,平,37,25,67.57%,8,1,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,110Y
154642,縣立林榮國小,[975]花蓮縣鳳林鎮林榮里永安街2號,296144.276,2633084.334,"23.801235,121.452848",[15]花蓮縣,103,鳳林鎮,6,平,26,6,23.08%,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,110Y
154643,縣立光復國小,[976]花蓮縣光復鄉大馬村中山路三段75號,293553.225,2618952.943,"23.673706,121.427004",[15]花蓮縣,103,光復鄉,5,平,130,94,72.31%,89,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,110Y
154644,縣立太巴塱國小,[976]花蓮縣光復鄉中正路二段23號,295739.957,2617451.868,"23.660091,121.448397",[15]花蓮縣,103,光復鄉,5,平,91,86,94.51%,84,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154648,縣立大進國小,[976]花蓮縣光復鄉大進村糖廠街4號,292771.955,2616866.065,"23.654883,121.419285",[15]花蓮縣,103,光復鄉,5,平,116,46,39.66%,33,2,0,3,0,0,0,1,0,0,2,4,0,1,0,0,0,110Y
154649,縣立瑞穗國小,[978]花蓮縣瑞穗鄉溫泉路一段19號,288178.496,2599375.916,"23.497064,121.373809",[15]花蓮縣,103,瑞穗鄉,7,平,218,110,50.46%,57,4,2,8,0,1,3,0,0,0,0,33,2,0,0,0,0,110Y
154650,縣立瑞北國小,[978]花蓮縣瑞穗鄉中正北路二段35號,288663.395,2602556.246,"23.525771,121.378639",[15]花蓮縣,103,瑞穗鄉,7,平,43,40,93.02%,13,0,0,24,0,0,0,0,1,0,0,2,0,0,0,0,0,110Y
154651,縣立瑞美國小,[978]花蓮縣瑞穗鄉中山路二段389號,289993.917,2598943.632,"23.493117,121.391573",[15]花蓮縣,103,瑞穗鄉,7,平,40,16,40.00%,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110Y
154652,縣立鶴岡國小,[978]花蓮縣瑞穗鄉鶴岡村167號,289863,2602240.009,"23.522887,121.390379",[15]花蓮縣,103,瑞穗鄉,7,平,18,16,88.89%,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154653,縣立舞鶴國小,[978]花蓮縣瑞穗鄉舞鶴村64號,285994,2595140.009,"23.458864,121.35232",[15]花蓮縣,103,瑞穗鄉,7,平,13,8,61.54%,4,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,110Y
154654,縣立富源國小,[978]花蓮縣瑞穗鄉富源村30號,288334.915,2608407.96,"23.578619,121.375572",[15]花蓮縣,103,瑞穗鄉,7,平,67,48,71.64%,45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154655,縣立豐濱國小,[977]花蓮縣豐濱鄉豐濱村民族街5號,303180.717,2610665.064,"23.598581,121.521095",[15]花蓮縣,103,豐濱鄉,4,平,57,44,77.19%,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,110Y
154656,縣立港口國小,[977]花蓮縣豐濱鄉港口村43號,301931.362,2597750.027,"23.482002,121.508405",[15]花蓮縣,103,豐濱鄉,4,平,18,18,100.00%,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154657,縣立靜浦國小,[977]花蓮縣豐濱鄉靜浦村64號,300619.89,2595481.75,"23.461561,121.49549",[15]花蓮縣,103,豐濱鄉,4,平,11,11,100.00%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154658,縣立新社國小,[977]花蓮縣豐濱鄉新社村150號,304665.578,2616578.913,"23.651931,121.535861",[15]花蓮縣,103,豐濱鄉,4,平,20,16,80.00%,5,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,110Y
154660,縣立玉里國小,[981]花蓮縣玉里鎮忠智路43號,282636.006,2580695.192,"23.328496,121.319138",[15]花蓮縣,103,玉里鎮,12,平,295,76,25.76%,33,2,4,25,3,0,1,0,1,0,0,7,0,0,0,0,0,110Y
